Year,Location,Siteyear,DAS,Trial,joined_PlotIDstring,613ExG_mean,613ExR_mean,613GNDVI_mean,613NDRE_mean,NDVI_mean,Thresh_mean,HAreamean,pntcounts,Plot Yield,PeakStand,Normalized Plot Yield,HAAdjustedYield,,,,
2024,LODS,2024LODS,13,24110,202,2648.10374,16931.28169,0.354592867,0.091677604,0.221048763,0.009461426,0.981078947,83,2682.759949,0.523637338,1.746321653,2734.49956,,,,
2024,LODS,2024LODS,13,24110,109,2573.182765,16866.20409,0.375955922,0.112003811,0.224773423,0.017040604,0.921684211,67,2407.124519,0.580235128,1.566898921,2611.658625,,,,
2024,LODS,2024LODS,13,24110,102,2796.392529,16813.70633,0.38132024,0.117971469,0.236583605,0.018755161,0.980381579,85,2754.159178,0.57049727,1.792798424,2809.272672,,,,
2024,LODS,2024LODS,13,24110,103,2594.684785,16821.6806,0.371575906,0.105827472,0.236035103,0.018587725,0.974407558,74,2085.887356,0.575972956,1.357792097,2140.67239,,,,
2024,LODS,2024LODS,13,24110,110,2586.822162,17033.32493,0.357046778,0.094820522,0.216760136,0.007726007,0.964921053,64,2359.646983,0.512518226,1.53599379,2445.430096,,,,
2024,LODS,2024LODS,13,24110,203,2839.815189,16913.15724,0.344896053,0.085278851,0.222132396,0.016033312,0.981947368,86,2515.301669,0.569375425,1.637315993,2561.544285,,,,
2024,LODS,2024LODS,13,24111,210,3412.387111,16182.78161,0.360046267,0.090024099,0.258133709,0.081383143,0.967657469,48,1123.916881,0.618389392,0.731604923,1161.482154,,,,
2024,LODS,2024LODS,13,24111,303,2801.330751,16387.05596,0.359660178,0.090997515,0.227114974,0.02340978,0.98175,72,724.5539153,0.538460533,0.471642717,738.022832,,,,
2024,LODS,2024LODS,13,24111,310,2945.846526,16378.46181,0.362453091,0.093054682,0.236037977,0.040023514,0.933078947,54,765.4107831,0.544655643,0.498238176,820.306562,,,,
2024,LODS,2024LODS,13,24112,403,3021.91232,16267.36244,0.362219344,0.091767197,0.231881829,0.044739457,0.986486842,66,738.571887,0.518795075,0.480767606,748.6890403,,,,
2024,LODS,2024LODS,13,24112,410,3321.681878,16700.18045,0.371649748,0.102156972,0.244784033,0.051450366,0.982237076,70,1025.064185,0.554703336,0.667257532,1043.601601,,,,
2024,LODS,2024LODS,13,24112,411,2851.92533,16858.22778,0.379173264,0.107032189,0.246157487,0.032933042,0.990855143,84,719.2715019,0.511070135,0.468204171,725.9098436,,,,
2024,LODS,2024LODS,13,24112,404,2743.259791,16779.27024,0.35310422,0.093850982,0.222218374,0.012324079,0.627302632,41,481.8485237,0.273796057,0.313655536,768.1276933,,,,
2024,LODS,2024LODS,13,24111,311,2875.888076,16335.23806,0.366854581,0.099112293,0.241222778,0.030512555,0.870539474,45,916.0734917,0.399581522,0.596310891,1052.305518,,,,
2024,LODS,2024LODS,13,24111,304,3041.772234,16401.20926,0.356674123,0.087729915,0.23439557,0.03614618,0.788710526,52,941.2804878,0.418745464,0.612719188,1193.442279,,,,
2024,LODS,2024LODS,13,24111,211,2941.574349,16701.22351,0.36014292,0.094852528,0.248634676,0.045572242,0.971433459,57,962.1213094,0.545090757,0.626285358,990.4140119,,,,
2024,LODS,2024LODS,13,24110,204,2763.966702,16676.38122,0.3519738,0.091582159,0.230559493,0.012807144,0.950724333,58,2035.945122,0.468336635,1.325282589,2141.467354,,,,
2024,LODS,2024LODS,13,24110,111,2488.936352,16484.50821,0.351137409,0.088686729,0.22481284,0.01286959,0.982802858,83,2578.140244,0.571657425,1.678220273,2623.252693,,,,
2024,LODS,2024LODS,13,24110,104,2376.601825,16279.1795,0.365268539,0.096925289,0.238642166,0.019042354,0.986724034,74,2597.110077,0.588767997,1.690568537,2632.053125,,,,
2024,LODS,2024LODS,13,24110,105,2204.376123,16258.49042,0.352843236,0.089233904,0.226693065,0.009300731,0.946184919,64,2347.368421,0.526742863,1.528001155,2480.877019,,,,
2024,LODS,2024LODS,13,24110,112,2335.75908,16482.24195,0.346597118,0.088858911,0.219781751,0.006585485,0.948960526,57,2573.173941,0.515153497,1.674987497,2711.571104,,,,
2024,LODS,2024LODS,13,24110,205,2835.312777,16542.41103,0.354473494,0.094339738,0.234131843,0.013870518,0.967671053,75,2320.205392,0.517834374,1.510319594,2397.721193,,,,
2024,LODS,2024LODS,13,24111,212,2852.385841,17031.31972,0.35496733,0.09569581,0.236599579,0.02657233,0.909893551,32,908.4242619,0.50204989,0.591331684,998.3852077,,,,
2024,LODS,2024LODS,13,24111,305,3149.831923,16716.79964,0.356668969,0.090308875,0.237295467,0.038322381,0.971275938,48,1059.897304,0.516506797,0.689931879,1091.242213,,,,
2024,LODS,2024LODS,13,24111,312,3303.33526,15842.39425,0.378306618,0.104505434,0.267385193,0.085057246,0.9775,53,908.7901155,0.624738453,0.591569834,929.7085581,,,,
2024,LODS,2024LODS,13,24112,405,2827.582204,16632.22118,0.363982592,0.098989549,0.237101863,0.024353546,0.961197368,53,356.5821566,0.532046085,0.232114372,370.9770423,,,,
2024,LODS,2024LODS,13,24112,412,2688.575332,17259.37509,0.366579739,0.102177864,0.232831435,0.013429441,0.936723684,44,625,0.534099231,0.406838873,667.2191711,,,,
2024,LODS,2024LODS,13,24112,413,2948.146318,16552.73831,0.376718423,0.106217156,0.251971,0.048987361,0.981881579,75,1185.394737,0.627487135,0.771623454,1207.268537,,,,
2024,LODS,2024LODS,13,24112,406,3184.069743,16278.38015,0.367387132,0.097431036,0.246071608,0.057272021,0.979263158,73,1098.764442,0.48466025,0.715232139,1122.031839,,,,
2024,LODS,2024LODS,13,24111,313,2863.487081,16438.7706,0.374918355,0.107377376,0.247543422,0.043207155,0.974657228,64,969.2426187,0.63875085,0.630920919,994.4446015,,,,
2024,LODS,2024LODS,13,24111,306,3167.465537,16362.75405,0.371298637,0.100468229,0.251470214,0.052249617,0.98314518,67,1149.425546,0.57260179,0.748209589,1169.131039,,,,
2024,LODS,2024LODS,13,24111,213,2808.50655,17045.22027,0.354821337,0.097205198,0.229580545,0.017180808,0.89148827,62,625,0.508088351,0.406838873,701.0748442,,,,
2024,LODS,2024LODS,13,24110,206,2711.725471,16582.39564,0.364768697,0.097689899,0.236445206,0.019651205,0.979052356,71,2018.273427,0.574080492,1.313779337,2061.456075,,,,
2024,LODS,2024LODS,13,24110,113,2375.994499,16134.58294,0.353026659,0.093141264,0.214914203,0.010035551,0.97793392,70,2418.060013,0.56962762,1.574017296,2472.621067,,,,
2024,LODS,2024LODS,13,24110,106,2176.62139,15598.70323,0.367441639,0.086985757,0.222189558,0.0198333,0.985671053,99,2775,0.661100068,1.806364595,2815.34087,,,,
2024,LODS,2024LODS,13,24110,107,2213.936176,15627.71379,0.362638078,0.081893803,0.215373143,0.020532703,0.975276641,75,2387.378049,0.625680023,1.554045111,2447.898318,,,,
2024,LODS,2024LODS,13,24110,114,2367.230459,16274.48613,0.364138197,0.098510931,0.215193272,0.011526107,0.962355263,65,2105.365854,0.557121933,1.370471473,2187.722076,,,,
2024,LODS,2024LODS,13,24111,207,3112.79725,16271.54926,0.373952829,0.101475088,0.253799939,0.053480202,0.979565521,61,1449.531451,0.701324092,0.943561186,1479.769775,,,,
2024,LODS,2024LODS,13,24111,214,3412.178595,16297.68463,0.374067818,0.103462864,0.261721688,0.078443311,0.967737267,47,1081.554878,0.630734425,0.704029708,1117.612099,,,,
2024,LODS,2024LODS,13,24111,307,3305.450436,16027.12278,0.376900598,0.10381538,0.265180655,0.075174079,0.96697325,50,1133.183569,0.624187579,0.737637001,1171.887194,,,,
2024,LODS,2024LODS,13,24111,314,2835.461394,16620.26926,0.352965621,0.101088603,0.230093758,0.016270916,0.977974554,66,1139.545892,0.692919822,0.741778506,1165.210166,,,,
2024,LODS,2024LODS,13,24112,407,3085.277571,16206.05461,0.362757602,0.096050971,0.242932381,0.051794,0.980315789,65,1057.894737,0.459862558,0.688628324,1079.136691,,,,
2024,LODS,2024LODS,13,24112,414,2689.026026,17209.17989,0.36591198,0.105959177,0.233966655,0.013142517,0.701005246,32,610.9146341,0.318298919,0.397670114,871.4836837,,,,
2025,LODS,2025LODS,10,25111,101,2704.676203,2704.676203,0.063690008,-0.033861884,0.255850965,0.091019998,0.969945943,72,2712.503209,0.639213482,1.658964507,2796.550909,,,,
2025,LODS,2025LODS,10,25111,102,3744.368503,3744.368503,0.072802684,-0.030261519,0.27532694,0.113198747,0.904913955,57,2630.877728,0.506064303,1.609042436,2907.323634,,,,
2025,LODS,2025LODS,10,25111,103,3370.78047,3370.78047,0.078040029,-0.025044146,0.281218308,0.103250346,0.940133344,84,2507.214377,0.65522869,1.533410043,2666.871027,,,,
2025,LODS,2025LODS,10,25111,104,3920.130198,3920.130198,0.068368519,-0.030878627,0.27670967,0.11446292,0.933273807,59,1929.165597,0.873336631,1.179875932,2067.094975,,,,
2025,LODS,2025LODS,10,25111,105,4852.08497,4852.08497,0.090191458,-0.026284081,0.30446813,0.146082407,0.94198074,63,2572.666881,0.893427571,1.573440735,2731.124716,,,,
2025,LODS,2025LODS,10,25111,106,2843.614703,2843.614703,0.071526475,-0.026268315,0.260593131,0.063626681,0.943146407,48,1598.741977,0.862963986,0.977789146,1695.115377,,,,
2025,LODS,2025LODS,10,25111,107,3078.081411,3078.081411,0.083826089,-0.026677735,0.280822212,0.092593945,0.941301729,59,1100.044929,0.902525978,0.672786483,1168.642206,,,,
2025,LODS,2025LODS,10,25111,108,3965.455052,3965.455052,0.090750941,-0.026935347,0.296917226,0.129999522,0.894321389,64,1751.404044,0.807950822,1.071157127,1958.360904,,,,
2025,LODS,2025LODS,10,25111,109,2630.649485,2630.649485,0.088685699,-0.027021156,0.285836637,0.092424714,0.968952939,92,2836.107189,0.780556652,1.734560589,2926.981358,,,,
2025,LODS,2025LODS,10,25111,110,3965.087571,3965.087571,0.091703269,-0.026150972,0.307607045,0.135207865,0.903403655,67,1890.827985,0.820464983,1.156428683,2093.004577,,,,
2025,LODS,2025LODS,10,25111,201,2822.06009,2822.06009,0.035246088,-0.044973045,0.224186794,0.079701136,0.946110996,83,2873.01027,0.738107716,1.75713048,3036.652446,,,,
2025,LODS,2025LODS,10,25111,202,2482.242457,2482.242457,0.027306101,-0.045049368,0.212030484,0.051638982,0.951192968,76,2254.927792,0.590699232,1.379111796,2370.631268,,,,
2025,LODS,2025LODS,10,25111,203,2765.405119,2765.405119,0.055043039,-0.033521889,0.245245115,0.080002392,0.961539841,82,1622.796855,0.528290379,0.992501087,1687.706308,,,,
2025,LODS,2025LODS,10,25111,204,2489.727387,2489.727387,0.027428118,-0.041889922,0.213006694,0.033176659,0.954947736,85,2654.484917,0.533044705,1.623480572,2779.717483,,,,
2025,LODS,2025LODS,10,25111,205,2785.823759,2785.823759,0.042515662,-0.038183867,0.229870427,0.051706746,0.900688642,73,2797.62516,0.575402854,1.711025015,3106.095747,,,,
2025,LODS,2025LODS,10,25111,206,2513.290744,2513.290744,0.065068966,-0.027775003,0.250637806,0.063399232,0.940606611,55,1323.071245,0.926058359,0.809189176,1406.614869,,,,
2025,LODS,2025LODS,10,25111,207,2352.473941,2352.473941,0.072032442,-0.028286126,0.258648242,0.065060089,0.954518427,79,2191.56611,0.616619643,1.340359849,2295.991411,,,,
2025,LODS,2025LODS,10,25111,208,2086.383684,2086.383684,0.056119153,-0.036046826,0.237922735,0.045937833,0.856305757,41,2785.418806,0.53164133,1.70355962,3252.832044,,,,
2025,LODS,2025LODS,10,25111,209,2174.605466,2174.605466,0.078875335,-0.030897766,0.270464744,0.085865877,0.962603331,63,2428.584724,0.863037362,1.485320218,2522.934054,,,,
2025,LODS,2025LODS,10,25111,210,2066.152865,2066.152865,0.073300229,-0.028822392,0.266860824,0.072730049,0.941894935,76,2134.146341,0.689922382,1.30524197,2265.800846,,,,
2025,LODS,2025LODS,10,25111,301,2861.381341,2861.381341,0.021222208,-0.04377623,0.208268341,0.049581203,0.938840478,60,1772.581836,0.744553414,1.084109446,1888.054337,,,,
2025,LODS,2025LODS,10,25111,302,3147.323941,3147.323941,0.027727939,-0.046854848,0.230029878,0.099050398,0.833843615,57,2060.911425,0.74304235,1.260451562,2471.580267,,,,
2025,LODS,2025LODS,10,25111,303,2778.481716,2778.481716,0.071121304,-0.031002142,0.26726649,0.119453291,0.908022901,79,1677.467908,0.662523545,1.025937854,1847.385023,,,,
2025,LODS,2025LODS,10,25111,304,2882.765459,2882.765459,0.05523305,-0.036539159,0.254341244,0.106063868,0.894191665,51,2638.87837,0.729922729,1.613935622,2951.13282,,,,
2025,LODS,2025LODS,10,25111,305,2580.187004,2580.187004,0.04818146,-0.036014129,0.238428357,0.061991675,0.923973111,65,2035.834403,0.593600861,1.245114478,2203.348105,,,,
2025,LODS,2025LODS,10,25111,306,2278.941395,2278.941395,0.053165274,-0.029906406,0.239463219,0.04360618,0.951414014,55,1864.188062,0.786376895,1.140135731,1959.386802,,,,
2025,LODS,2025LODS,10,25111,307,2705.311527,2705.311527,0.099350458,-0.021272858,0.29749799,0.122856307,0.941596003,69,2916.816431,0.806699294,1.783922289,3097.736632,,,,
2025,LODS,2025LODS,10,25111,308,2089.655143,2089.655143,0.073755411,-0.032325589,0.259067212,0.067313386,0.905336626,44,3189.656611,0.713763826,1.950791096,3523.171955,,,,
2025,LODS,2025LODS,10,25111,309,2349.513651,2349.513651,0.087194456,-0.030881416,0.279394258,0.09639923,0.836821585,34,3449.229782,0.943195818,2.109545812,4121.822195,,,,
2025,LODS,2025LODS,10,25111,401,3137.552107,3137.552107,0.04964027,-0.033585093,0.238620281,0.07748517,0.946132134,78,1960.516688,0.706431126,1.199050231,2072.138359,,,,
2025,LODS,2025LODS,10,25111,402,1970.872965,1970.872965,0.002688017,-0.04895829,0.184074731,0.010154652,0.673041731,35,2271.840501,0.398169966,1.389455593,3375.482376,,,,
2025,LODS,2025LODS,10,25111,403,3512.67864,3512.67864,0.064723178,-0.032246386,0.262716672,0.102123268,0.871590237,67,1551.322208,0.790204421,0.948787258,1779.875614,,,,
2025,LODS,2025LODS,10,25111,404,2598.172639,2598.172639,0.022609187,-0.044410024,0.216422552,0.045375176,0.903719651,47,2596.150513,0.644271139,1.587803304,2872.738808,,,,
2025,LODS,2025LODS,10,25111,405,2175.669401,2175.669401,0.015978017,-0.044152371,0.206110532,0.024465866,0.932977269,45,2056.237163,0.396051185,1.257592787,2203.952048,,,,
2025,LODS,2025LODS,10,25111,406,3156.504901,3156.504901,0.065833103,-0.029037782,0.270692213,0.103337434,0.921562661,75,1804.313222,0.834488689,1.103516333,1957.88447,,,,
2025,LODS,2025LODS,10,25111,407,1832.288166,1832.288166,0.034168639,-0.037828604,0.21934169,0.018867925,0.743042604,36,2259.040436,0.332404839,1.381627086,3040.256943,,,,
2025,LODS,2025LODS,10,25111,408,2622.497752,2622.497752,0.06262306,-0.03392551,0.261723954,0.081742729,0.931231612,54,2716.463415,0.911966988,1.661386565,2917.065293,,,,
2025,LODS,2025LODS,10,25111,410,1785.194299,1785.194299,0.06912403,-0.029695197,0.254815742,0.041605649,0.923231821,52,3008.472401,0.765828081,1.839978996,3258.631616,,,,
2025,LODS,2025LODS,10,25111,409,2781.217586,2781.217586,0.090143802,-0.025923469,0.290291587,0.107734443,0.953115656,64,2987.830552,0.970961453,1.827354461,3134.80377,,,,
2025,LODS,2025LODS,10,25111,501,2760.233053,2760.233053,0.073433021,-0.027954789,0.261482611,0.081838404,0.947962637,90,3019.951861,0.710924792,1.846999824,3185.728786,,,,
2025,LODS,2025LODS,10,25111,502,2891.952194,2891.952194,0.073203299,-0.032049434,0.268976304,0.101234332,0.942547568,88,3292.925225,0.779270174,2.013950086,3493.643543,,,,
2025,LODS,2025LODS,10,25112,601,2487.148433,2487.148433,0.062299181,-0.024099465,0.251238028,0.041042813,0.892181838,63,2181.591784,0.567256288,1.33425956,2445.232229,,,,
2025,LODS,2025LODS,10,25112,602,2408.667112,2408.667112,0.046281316,-0.033122625,0.236757796,0.032692505,0.896356744,64,2508.231707,0.556947711,1.534032241,2798.251616,,,,
2025,LODS,2025LODS,10,25112,603,3284.792738,3284.792738,0.073223031,-0.028458523,0.271327328,0.09741799,0.939579696,75,2318.13543,0.773733976,1.41776953,2467.204687,,,,
2025,LODS,2025LODS,10,25112,604,3328.537255,3328.537255,0.057284457,-0.036880033,0.260777832,0.094732668,0.92429389,64,634.4592426,0.838578774,0.388034698,686.4258754,,,,
2025,LODS,2025LODS,10,25112,605,2587.501063,2587.501063,0.05383538,-0.032114881,0.254256367,0.067915847,0.956409502,77,1653.120988,0.730012037,1.0110473,1728.465667,,,,
2025,LODS,2025LODS,10,25112,606,2959.087981,2959.087981,0.095498662,-0.022437653,0.307201268,0.138039627,0.942011679,116,258.9955071,0.835905512,0.158401418,274.9387432,,,,
2025,LODS,2025LODS,10,25112,607,2090.90083,2090.90083,0.049365844,-0.036279285,0.250493674,0.052404803,0.908540769,65,1494.531451,0.505467967,0.914054082,1644.980063,,,,
2025,LODS,2025LODS,10,25112,608,2288.530624,2288.530624,0.034198025,-0.043063351,0.248705127,0.073459113,0.922461576,65,1636.448973,0.63237323,1.00085071,1774.002317,,,,
2025,LODS,2025LODS,10,25112,609,1938.332687,1938.332687,0.063021159,-0.037461139,0.271004277,0.087313605,0.977913811,83,428.1643132,0.749964708,0.261864906,437.8344067,,,,
2025,LODS,2025LODS,10,25112,610,1779.52377,1779.52377,0.046642681,-0.035801824,0.24771214,0.047157495,0.955983385,85,2054.942234,0.577153331,1.25680081,2149.558524,,,,
2025,LODS,2025LODS,10,25112,709,1754.933744,1754.933744,0.061878373,-0.027566533,0.264857514,0.064413833,0.967824419,103,1822.087612,0.674124489,1.114387134,1882.663401,,,,
2025,LODS,2025LODS,10,25112,710,2316.202416,2316.202416,0.059900902,-0.026203973,0.267992287,0.080969018,0.965346028,74,1640.641849,0.558949618,1.003415069,1699.537577,,,,
2025,LODS,2025LODS,10,25113,801,2681.892683,2681.892683,0.064608802,-0.023467574,0.267042323,0.081321928,0.939224615,100,2262.755135,0.682670769,1.383898992,2409.173587,,,,
2025,LODS,2025LODS,10,25113,802,2219.813289,2219.813289,0.050840808,-0.029410708,0.243523795,0.057616593,0.919132076,67,1414.473684,0.681098402,0.865090825,1538.923209,,,,
2025,LODS,2025LODS,10,25113,803,3158.492163,3158.492163,0.074770484,-0.022711492,0.271537583,0.086522904,0.968401229,95,1660.990051,0.781465659,1.015860012,1715.18788,,,,
2025,LODS,2025LODS,10,25113,804,2949.442945,2949.442945,0.065574351,-0.03014134,0.25611915,0.064679963,0.968549228,85,1550.275995,0.784507255,0.948147395,1600.616623,,,,
2025,LODS,2025LODS,10,25113,805,3301.47733,3301.47733,0.092948768,-0.02040847,0.287723333,0.100837708,0.918055971,71,1315.781451,0.776943685,0.804730744,1433.225743,,,,
2025,LODS,2025LODS,10,25113,806,2494.44458,2494.44458,0.093576728,-0.022181134,0.280715018,0.083284029,0.931975529,86,1287.366816,0.810614166,0.787352379,1381.331136,,,,
2025,LODS,2025LODS,10,25113,807,2998.238997,2998.238997,0.072700449,-0.029333139,0.268431171,0.076911643,0.944128542,79,1015.134788,0.758234544,0.620855517,1075.20824,,,,
2025,LODS,2025LODS,10,25113,808,2257.943866,2257.943866,0.040791278,-0.037231831,0.238718658,0.039535523,0.899123279,59,1853.831836,0.557829394,1.133801872,2061.821643,,,,
2025,LODS,2025LODS,10,25113,809,2337.500516,2337.500516,0.055814526,-0.028098081,0.265196811,0.073634922,0.939590388,70,2012.426187,0.687530685,1.230798034,2141.812233,,,,
2025,LODS,2025LODS,10,25114,901,2675.692793,2675.692793,0.042057301,-0.029031036,0.242326956,0.065244953,0.957913747,87,799.5073813,0.584750628,0.488977991,834.6339989,,,,
2025,LODS,2025LODS,10,25114,902,2771.045377,2771.045377,0.037889456,-0.032243256,0.242476533,0.07077031,0.93355203,70,662.8369705,0.695828534,0.405390491,710.0160989,,,,
2025,LODS,2025LODS,10,25114,903,2479.388159,2479.388159,0.041220791,-0.029438688,0.228698089,0.022357984,0.827460089,65,1684.587612,0.489496041,1.030292259,2035.853613,,,,
2025,LODS,2025LODS,10,25114,904,2941.710383,2941.710383,0.070246056,-0.021877354,0.257729842,0.032249912,0.886874588,55,1847.676508,0.485446299,1.13003728,2083.357143,,,,
2025,LODS,2025LODS,10,25114,905,2871.597984,2871.597984,0.107348578,-0.007361845,0.292762884,0.050282558,0.909015014,60,830.7894737,0.577061392,0.50811009,913.9447214,,,,
2025,LODS,2025LODS,10,25114,906,3408.000013,3408.000013,0.125958841,-0.011467043,0.315121553,0.088823836,0.957638916,103,861.6752246,0.66744298,0.526999787,899.7913621,,,,
2025,LODS,2025LODS,10,25114,907,3366.752314,3366.752314,0.114416801,-0.014678986,0.309692653,0.10081717,0.935780833,89,684.6052632,0.80336726,0.418703959,731.5871827,,,,
2025,LODS,2025LODS,10,25114,908,2870.592229,2870.592229,0.090803954,-0.021217893,0.287616135,0.075659731,0.923723155,70,766.5853659,0.700410314,0.468842916,829.886489,,,,
2025,LODS,2025LODS,10,25114,909,2855.941172,2855.941172,0.129548578,-1.04E-05,0.328369182,0.110980289,0.959150598,85,1461.787548,0.734019419,0.894027941,1524.043827,,,,
2025,LODS,2025LODS,10,25107,101,1432.996783,1432.996783,0.034834252,-0.050826302,0.224856918,0.023442733,0.926814974,71,1035.245507,0.390075587,0.633155215,1116.992643,,,,
2025,LODS,2025LODS,10,25107,102,1213.000574,1213.000574,0.038531979,-0.045329082,0.226023566,0.013048834,0.902107605,65,1326.286906,0.562654738,0.811155871,1470.209206,,,,
2025,LODS,2025LODS,10,25107,103,1309.001627,1309.001627,0.047569624,-0.038892888,0.241018341,0.020130375,0.897159261,80,2390.827985,0.456154619,1.462228231,2664.886926,,,,
2025,LODS,2025LODS,10,25107,104,1217.483531,1217.483531,0.056127619,-0.031362856,0.248959412,0.01270183,0.91473202,69,2488.189987,0.449241736,1.521774743,2720.129975,,,,
2025,LODS,2025LODS,10,25107,105,999.5834888,999.5834888,0.062619907,-0.026459621,0.254689085,0.011540853,0.884100614,64,2505.21181,0.496962159,1.532185275,2833.627497,,,,
2025,LODS,2025LODS,10,25107,106,1201.21368,1201.21368,0.090936381,-0.017164209,0.278489477,0.024342121,0.913286612,68,2315.911425,0.399031594,1.416409331,2535.799162,,,,
2025,LODS,2025LODS,10,25107,107,1511.41238,1511.41238,0.07902707,-0.021797247,0.275596862,0.017573038,0.914055852,66,2008.035944,0.460023982,1.228112965,2196.841626,,,,
2025,LODS,2025LODS,10,25107,108,1904.467657,1904.467657,0.070461215,-0.023529078,0.274527103,0.015728912,0.925193743,58,2547.597882,0.503438378,1.558108558,2753.583129,,,,
2025,LODS,2025LODS,10,25107,109,1928.974802,1928.974802,0.070399632,-0.024713475,0.269082162,0.020653448,0.898609135,67,1584.210526,0.399933026,0.968901724,1762.958403,,,,
2025,LODS,2025LODS,10,25107,110,1932.698043,1932.698043,0.055397334,-0.035128651,0.255440609,0.020306633,0.894430292,61,1585.044929,0.549677666,0.969412044,1772.12796,,,,
2025,LODS,2025LODS,10,25107,111,1619.058335,1619.058335,0.047861349,-0.036622708,0.238416667,0.008494367,0.863654514,59,2037.997433,0.530019,1.246437385,2359.736909,,,,
2025,LODS,2025LODS,10,25107,112,1850.152402,1850.152402,0.047733198,-0.03636364,0.234979797,0.014244945,0.858569736,75,3938.173941,0.471240597,2.408583617,4586.900488,,,,
2025,LODS,2025LODS,10,25107,204,1259.100336,1259.100336,0.048687374,-0.034998807,0.236701632,0.009459573,0.853413222,71,2665.702824,0.449898338,1.630341434,3123.578069,,,,
2025,LODS,2025LODS,10,25107,205,1294.374374,1294.374374,0.078786535,-0.02296368,0.273068753,0.031028953,0.913339135,76,2740.994865,0.471718051,1.676389978,3001.070205,,,,
2025,LODS,2025LODS,10,25107,206,1336.507791,1336.507791,0.083263514,-0.019749013,0.273641012,0.022543263,0.812117298,68,1823.43389,0.462188894,1.115210516,2245.283895,,,,
2025,LODS,2025LODS,10,25107,207,1830.973937,1830.973937,0.072527685,-0.024184203,0.271705629,0.019998787,0.838378326,70,2319.634146,0.402401164,1.418686144,2766.810727,,,,
2025,LODS,2025LODS,10,25107,208,2387.298932,2387.298932,0.05854203,-0.029588172,0.258155813,0.015766673,0.874946613,53,1785.54878,0.410799268,1.092040018,2040.751691,,,,
2025,LODS,2025LODS,10,25107,209,2421.108276,2421.108276,0.061297396,-0.029411666,0.253395798,0.012102368,0.878134529,59,1467.145379,0.457866345,0.897304785,1670.752408,,,,
2025,LODS,2025LODS,10,25107,210,2647.752757,2647.752757,0.046607352,-0.043276091,0.238348204,0.013259557,0.912175447,51,1599.695122,0.557387381,0.978372088,1753.714296,,,,
2025,LODS,2025LODS,10,25107,211,2217.272075,2217.272075,0.05190143,-0.039021204,0.235952188,0.006328179,0.90410824,61,1675.269576,0.448634142,1.024593356,1852.952447,,,,
2025,LODS,2025LODS,10,25107,212,2250.887652,2250.887652,0.061380784,-0.034107556,0.245868741,0.024711145,0.902723456,81,2312.83697,0.364147333,1.414528997,2562.065885,,,,
