Combocode,MasonPlot#,distance,Trial
25070201,201,0.086260484,2507
25062003,2003,0.124741112,2506
25070201,201,0.084227805,2507
25070201,201,0.059722627,2507
25061803,1803,0.15477207,2506
25070201,201,0.127520523,2507
25062003,2003,0.149750339,2506
25061803,1803,0.111070871,2506
25061104,1104,0.248451253,2506
25070201,201,0.153869017,2507
25061104,1104,0.060130964,2506
25061104,1104,0.060373498,2506
25061803,1803,0.135652388,2506
25061803,1803,0.13285657,2506
25061803,1803,0.111070871,2506
25070201,201,0.102187452,2507
25070201,201,0.110525639,2507
25062003,2003,0.103438701,2506
25061803,1803,0.178125515,2506
25060904,904,0.170560548,2506
25062003,2003,0.157218558,2506
25061803,1803,0.110033607,2506
25061104,1104,0.147213797,2506
25062003,2003,0.122131256,2506
25061803,1803,0.178125515,2506
25070201,201,0.183736724,2507
25062003,2003,0.116823697,2506
25061803,1803,0.156941153,2506
25060904,904,0.105523117,2506
25062003,2003,0.103438701,2506
25061104,1104,0.159033789,2506
25061104,1104,0.119417451,2506
25062003,2003,0.142161089,2506
25061104,1104,0.060373498,2506
25060904,904,0.118425339,2506
25061104,1104,0.161697089,2506
25061104,1104,0.1204589,2506
25062003,2003,0.142161089,2506
25062003,2003,0.063860467,2506
25060904,904,0.176605148,2506
25062003,2003,0.063860467,2506
25061104,1104,0.119931657,2506
25070201,201,0.153096041,2507
25070201,201,0.105688289,2507
25070201,201,0.072628708,2507
25062003,2003,0.100418005,2506
25061803,1803,0.171210196,2506
25061803,1803,0.094577143,2506
25060904,904,0.088127405,2506
25061803,1803,0.094577143,2506
25061803,1803,0.103259124,2506
25061104,1104,0.170923948,2506
25060904,904,0.113792618,2506
25061104,1104,0.03301106,2506
25060904,904,0.105523117,2506
25062003,2003,0.112691908,2506
25060904,904,0.088127405,2506
25060904,904,0.155160089,2506
25070201,201,0.100816539,2507
25062003,2003,0.107571613,2506
25070201,201,0.335586517,2507
25061104,1104,0.089204756,2506
25060904,904,0.140803696,2506
25070201,201,0.072628708,2507
25062003,2003,0.137397362,2506
25061104,1104,0.119931657,2506
25061104,1104,0.102274679,2506
25060904,904,0.140803696,2506
25062003,2003,0.156113938,2506
25061803,1803,0.087689555,2506
25061104,1104,0.119417451,2506
25061104,1104,0.150611618,2506
25061104,1104,0.094746463,2506
25062003,2003,0.108536116,2506
25060904,904,0.078081574,2506
25060904,904,0.096208868,2506
25061104,1104,0.146126253,2506
25061104,1104,0.03301106,2506
25061803,1803,0.156941153,2506
25062003,2003,0.137397362,2506
25062003,2003,0.161793332,2506
25061803,1803,0.103259124,2506
25061104,1104,0.173262178,2506
25070201,201,0.122404918,2507
25062003,2003,0.119335041,2506
25061104,1104,0.089204756,2506
25060904,904,0.19907013,2506
25061803,1803,0.245084852,2506
25061104,1104,0.06602212,2506
25070201,201,0.134344685,2507
25062003,2003,0.107571613,2506
25062003,2003,0.161793332,2506
25060904,904,0.097492913,2506
25060904,904,0.151739964,2506
25070201,201,0.145306542,2507
25061104,1104,0.17937611,2506
25062003,2003,0.13742734,2506
25062003,2003,0.100418005,2506
25061104,1104,0.170683704,2506
25060904,904,0.098750917,2506
25060904,904,0.085318497,2506
25061104,1104,0.097233978,2506
25070201,201,0.122404918,2507
25070201,201,0.145306542,2507
25070201,201,0.104390138,2507
25070201,201,0.108625227,2507
25070201,201,0.124972688,2507
25060904,904,0.081769422,2506
25070201,201,0.124972688,2507
25062003,2003,0.086186349,2506
25061104,1104,0.095990879,2506
25060904,904,0.096208868,2506
25060904,904,0.102198908,2506
25060904,904,0.102198908,2506
25070201,201,0.159120106,2507
25060904,904,0.078081574,2506
25070201,201,0.104390138,2507
25061104,1104,0.170683704,2506
25070201,201,0.109173278,2507
25062003,2003,0.186429873,2506
25060904,904,0.081769422,2506
25060904,904,0.130459345,2506
25070201,201,0.109173278,2507
25060904,904,0.130898076,2506
25061703,1703,0.109948821,2506
25062003,2003,0.086186349,2506
25060904,904,0.130572038,2506
25070201,201,0.149905928,2507
25070101,101,0.138383183,2507
25061603,1603,0.017338257,2506
25060904,904,0.114216187,2506
25061104,1104,0.153107401,2506
25060904,904,0.151743015,2506
25061104,1104,0.095990879,2506
25060904,904,0.081733985,2506
25061703,1703,0.117912904,2506
25061703,1703,0.070929562,2506
25061703,1703,0.137124685,2506
25061104,1104,0.153107401,2506
25070101,101,0.075315615,2507
25061603,1603,0.017338257,2506
25061703,1703,0.085448252,2506
25061703,1703,0.098604381,2506
25061104,1104,0.235254284,2506
25061703,1703,0.085448252,2506
25061703,1703,0.070929562,2506
25070101,101,0.141933143,2507
25061104,1104,0.17937611,2506
25061703,1703,0.119367341,2506
25061603,1603,0.01733826,2506
25070101,101,0.060622462,2507
25061703,1703,0.109948821,2506
25061703,1703,0.119367341,2506
25061903,1903,0.080992388,2506
25070101,101,0.060622462,2507
25060904,904,0.205347554,2506
25070101,101,0.141933143,2507
25061903,1903,0.080992388,2506
25061903,1903,0.146078942,2506
25061703,1703,0.197633418,2506
25061703,1703,0.118112643,2506
25070101,101,0.150939973,2507
25070101,101,0.090351357,2507
25070101,101,0.083577329,2507
25061703,1703,0.162097091,2506
25061703,1703,0.162097091,2506
25061903,1903,0.192147501,2506
25070101,101,0.075315615,2507
25061903,1903,0.128647668,2506
25061703,1703,0.129688914,2506
25060804,804,0.21338877,2506
25061903,1903,0.111126039,2506
25070101,101,0.22600872,2507
25061703,1703,0.157820363,2506
25070101,101,0.106963182,2507
25061703,1703,0.108817547,2506
25061004,1004,0.269283678,2506
25061703,1703,0.098326076,2506
25061903,1903,0.231901576,2506
25061903,1903,0.113463818,2506
25070101,101,0.135429673,2507
25070101,101,0.142257081,2507
25061903,1903,0.111126039,2506
25061004,1004,0.220171068,2506
25061903,1903,0.192147501,2506
25061903,1903,0.167401647,2506
25061703,1703,0.129688914,2506
25061903,1903,0.167401647,2506
25061703,1703,0.098604381,2506
25061703,1703,0.098326076,2506
25061703,1703,0.16602349,2506
25061703,1703,0.168393366,2506
25060804,804,0.081884821,2506
25060804,804,0.081884821,2506
25070101,101,0.106963182,2507
25070101,101,0.090351357,2507
25061903,1903,0.113463818,2506
25061703,1703,0.146083335,2506
25061004,1004,0.150736965,2506
25061903,1903,0.098176523,2506
25070101,101,0.095345764,2507
25070101,101,0.104784715,2507
25061903,1903,0.098176523,2506
25061903,1903,0.107558392,2506
25061703,1703,0.188698347,2506
25061004,1004,0.150736965,2506
25061004,1004,0.138501939,2506
25070101,101,0.306472715,2507
25070101,101,0.102792462,2507
25061004,1004,0.088660993,2506
