fid,Date,Time,Version,Id,Name,Latitude,Longitude,Height,AlarmRad,WarningRad,Status_Txt,Visible,UniqueID,joined_row_index,joined_col_index,joined_PlotID,joined_PlotIDstring,NDVI_mean,SAVI_mean,Threshold_sum,Threshold_mean,PLANTS_2ROW,HAreamean,_mean
"1529",2024/06/04,02:19:09pm,4.71,"905",D7,45.43303241,-73.93887061,39.021,"0","0",,"1",500938ad2f841179,"1","4","302","302",0.219426499191322,0.0144846739608283,2906,0.0203368954392447,66,0.978618421052632,0.43828181298754
"1530",2024/06/04,02:19:22pm,4.71,"905",D5,45.43300564,-73.9389516,39.021,"0","0",,"1",500938ba669012e1,"1","3","209","209",0.226901684153394,0.0144479625489686,3836,0.0268452618392783,47,0.95221052631579,0.452927710889089
"1531",2024/06/04,02:19:34pm,4.71,"905",D3,45.43297856,-73.9390323,39.021,"0","0",,"1",500938c669fc4194,"1","2","202","202",0.221048763452132,0.0139704777221871,1352,0.00946142649199418,83,0.981078947368421,0.441614211686627
"1532",2024/06/04,02:19:47pm,4.71,"905",D1,45.4329516,-73.93911321,39.021,"0","0",,"1",500938d31d4cc688,"1","1","109","109",0.224773423365678,0.0143967372359287,2435,0.0170406035242907,67,0.921684210526316,0.448892355554225
"1533",2024/06/04,02:20:00pm,4.71,"905",D-1,45.4329247,-73.93919406,39.021,"0","0",,"1",500938e02a9ec38d,"1","0","102","102",0.236583605166686,0.0155778859279102,2680,0.0187551611684185,85,0.980381578947368,0.472459245743521
"1534",2024/06/04,02:20:58pm,4.71,"905",U-1,45.43290041,-73.93917769,39.021,"0","0",,"1",5009391a2cd19750,"2","0","103","103",0.236035103301776,0.01562108066125,2656,0.0185877248232906,74,0.974407557994184,0.471037706914697
"1535",2024/06/04,02:21:11pm,4.71,"905",U1,45.43292639,-73.93909621,39.021,"0","0",,"1",500939272161cf8e,"2","1","110","110",0.216760135844102,0.0142360690679711,1104,0.00772600669027391,64,0.964921052631579,0.432707546089112
"1536",2024/06/04,02:21:23pm,4.71,"905",U3,45.43295377,-73.93901557,39.021,"0","0",,"1",500939332035b4b3,"2","2","203","203",0.222132396438041,0.0140229885174585,2291,0.0160333123381622,86,0.981947368421053,0.443638122658226
"1537",2024/06/04,02:21:51pm,4.71,"905",U5,45.43298071,-73.93893478,39.02,"0","0",,"1",5009394f377e7978,"2","3","210","210",0.258133708958169,0.0169733783704663,11629,0.0813831425132268,48,0.967657469177226,0.515670715740705
"1538",2024/06/04,02:22:04pm,4.71,"905",U7,45.43300744,-73.93885375,39.02,"0","0",,"1",5009395c17548ec5,"2","4","303","303",0.227114973768271,0.014553426813423,3345,0.0234097796191449,72,0.98175,0.45405575825357
"1539",2024/06/04,02:22:17pm,4.71,"905",U9,45.43303463,-73.93877308,39.02,"0","0",,"1",500939696854b105,"2","5","310","310",0.236037976686682,0.0150393483843588,5719,0.0400235144270808,54,0.933078947368421,0.471316351910173
"1540",2024/06/04,02:22:29pm,4.71,"905",U11,45.43306147,-73.93869215,39.02,"0","0",,"1",5009397538f822dd,"2","6","403","403",0.231881829090796,0.0156709510776039,6393,0.0447394572200372,66,0.986486842105263,0.463412987713138
"1541",2024/06/04,02:22:42pm,4.71,"905",U13,45.43308844,-73.9386113,39.02,"0","0",,"1",50093982458e6078,"2","7","410","410",0.244784033365067,0.0166090174387975,7352,0.0514503656531019,70,0.98223707582795,0.489278180549432
"1542",2024/06/04,02:27:37pm,4.71,"905",D13,45.43306279,-73.93859418,39.02,"0","0",,"1",50093aa91c5e3ec4,"3","7","411","411",0.24615748682062,0.016055400700426,4706,0.0329330422125182,84,0.990855142830827,0.49202408748326
"1543",2024/06/04,02:27:50pm,4.71,"905",D11,45.43303634,-73.93867533,39.02,"0","0",,"1",50093ab67d023af4,"3","6","404","404",0.222218373740972,0.0151260185475145,1761,0.0123240791932312,41,0.627302631578947,0.443934348504569
"1544",2024/06/04,02:28:09pm,4.71,"905",D9,45.43301019,-73.93875676,39.02,"0","0",,"1",50093ac93b20d3c3,"3","5","311","311",0.241222777791798,0.0155433193248406,4360,0.0305125549365955,45,0.87053947368421,0.48210154893081
"1545",2024/06/04,02:28:21pm,4.71,"905",D7,45.43298281,-73.93883734,39.02,"0","0",,"1",50093ad5406f8ce0,"3","4","304","304",0.234395570001074,0.0153851307567109,5165,0.036146180331999,52,0.78871052631579,0.468264662303982
"1546",2024/06/04,02:28:34pm,4.71,"905",D5,45.43295598,-73.93891824,39.02,"0","0",,"1",50093ae27784cc33,"3","3","211","211",0.248634675799757,0.0160364722654097,6512,0.0455722423614707,57,0.971433458775231,0.496618528291548
"1547",2024/06/04,02:28:47pm,4.71,"905",D3,45.43292895,-73.93899903,39.02,"0","0",,"1",50093aef17380c91,"3","2","204","204",0.230559492764874,0.0149186788504036,1830,0.0128071440068865,58,0.950724332574571,0.460455033843061
"1548",2024/06/04,02:28:59pm,4.71,"905",D1,45.43290187,-73.9390798,39.02,"0","0",,"1",50093afb12549ffc,"3","1","111","111",0.224812839728104,0.0140029428082537,1839,0.0128695895587669,83,0.982802857857134,0.44901493878603
"1549",2024/06/04,02:29:12pm,4.71,"905",D-1,45.4328751,-73.93916081,39.021,"0","0",,"1",50093b08785a7bd0,"3","0","104","104",0.238642166322323,0.0156145218824864,2721,0.0190423536657056,74,0.986724033578064,0.476977166744967
"1550",2024/06/04,02:30:00pm,4.71,"905",U-1,45.43285046,-73.93914412,39.02,"0","0",,"1",50093b3805b857f6,"4","0","105","105",0.226693065072246,0.0142400487322808,1329,0.0093007306217283,64,0.946184918619492,0.452761387938786
"1551",2024/06/04,02:30:13pm,4.71,"905",U1,45.43287695,-73.93906298,39.02,"0","0",,"1",50093b45131a1f8a,"4","1","112","112",0.219781750743868,0.0137354770554176,941,0.00658548533837217,57,0.948960526315789,0.438978517567246
"1552",2024/06/04,02:30:25pm,4.71,"905",U3,45.43290416,-73.93898236,39.02,"0","0",,"1",50093b5177614e40,"4","2","205","205",0.234131842546146,0.0151535575025073,1982,0.0138705184998565,75,0.967671052631579,0.46723832237527
"1553",2024/06/04,02:30:38pm,4.71,"905",U5,45.43293104,-73.93890134,39.02,"0","0",,"1",50093b5e4c336168,"4","3","212","212",0.236599578561634,0.0152796489625691,3797,0.0265723303450834,32,0.909893551230937,0.472544795865404
"1554",2024/06/04,02:30:51pm,4.71,"905",U7,45.43295813,-73.93882066,39.02,"0","0",,"1",50093b6b45d1b542,"4","4","305","305",0.237295467406844,0.0158985511872237,5476,0.0383223810823483,48,0.971275937841287,0.474097691497708
"1555",2024/06/04,02:31:03pm,4.71,"905",U9,45.43298503,-73.93873976,39.02,"0","0",,"1",50093b771410315b,"4","5","312","312",0.267385193023197,0.017557985163134,12154,0.0850572460319682,53,0.9775,0.534163604757898
"1556",2024/06/04,02:31:16pm,4.71,"905",U11,45.433012,-73.93865893,39.02,"0","0",,"1",50093b8410c2a505,"4","6","405","405",0.237101863214157,0.0156628279235788,3480,0.0243535463102278,53,0.961197368421053,0.473521690916466
"1557",2024/06/04,02:31:29pm,4.71,"905",U13,45.43303878,-73.93857797,39.02,"0","0",,"1",50093b9138442333,"4","7","412","412",0.23283143470795,0.0153261838260173,1919,0.0134294411980825,44,0.936723684210526,0.465119807686377
"1558",2024/06/04,02:32:41pm,4.71,"905",D13,45.43301335,-73.93856101,39.019,"0","0",,"1",50093bd918887c7b,"5","7","413","413",0.251970999963425,0.0162380409333271,7000,0.0489873612607947,75,0.981881578947368,0.503352920337523
"1559",2024/06/04,02:32:54pm,4.71,"905",D11,45.43298676,-73.9386421,39.019,"0","0",,"1",50093be6278a06c1,"5","6","406","406",0.246071607986656,0.0163733774782978,8184,0.0572720211061114,73,0.979263157894737,0.491830152464714
"1560",2024/06/04,02:33:06pm,4.71,"905",D9,45.43296038,-73.93872333,39.02,"0","0",,"1",50093bf2355ce56d,"5","5","313","313",0.247543422423564,0.0165478222166529,6174,0.043207155004094,64,0.974657227821785,0.494712976304421
"1561",2024/06/04,02:33:19pm,4.71,"905",D7,45.43293318,-73.93880404,39.02,"0","0",,"1",50093bff4709aa8e,"5","4","306","306",0.251470213771268,0.0164732333047823,7466,0.0522496168408087,67,0.98314518038999,0.502110430196766
"1562",2024/06/04,02:33:31pm,4.71,"905",D5,45.43290636,-73.93888497,39.02,"0","0",,"1",50093c0b5d6e7315,"5","3","213","213",0.229580545221165,0.0151646243315515,2455,0.0171808078828766,62,0.891488269891186,0.45871842199191
"1563",2024/06/04,02:33:44pm,4.71,"905",D3,45.43287938,-73.93896581,39.02,"0","0",,"1",50093c18201d5006,"5","2","206","206",0.236445205571891,0.0151750852050947,2808,0.0196512051059541,71,0.979052355952052,0.47254037094196
"1564",2024/06/04,02:33:57pm,4.71,"905",D1,45.43285247,-73.93904663,39.02,"0","0",,"1",50093c255287cdd6,"5","1","113","113",0.214914202501907,0.0138524163172764,1434,0.0100355513254766,70,0.97793392018316,0.429254508014037
"1565",2024/06/04,02:34:09pm,4.71,"905",D-1,45.43282555,-73.93912752,39.02,"0","0",,"1",50093c313a5b4233,"5","0","106","106",0.22218955780342,0.0141075996496409,2834,0.0198332995080166,99,0.985671052631579,0.443486206242485
"1566",2024/06/04,02:35:04pm,4.71,"905",U-1,45.43280096,-73.93911093,39.02,"0","0",,"1",50093c68674bddc2,"6","0","107","107",0.215373142967212,0.0141877642738903,2934,0.0205327025627388,75,0.975276641096828,0.430180652896628
"1567",2024/06/04,02:35:17pm,4.71,"905",U1,45.43282726,-73.93902964,39.02,"0","0",,"1",50093c751594fd99,"6","1","114","114",0.215193272134769,0.0139690539056606,1647,0.0115261069471563,65,0.962355263157895,0.429816362464309
"1568",2024/06/04,02:35:30pm,4.71,"905",U3,45.43285465,-73.93894913,39.02,"0","0",,"1",50093c8200f4da49,"6","2","207","207",0.253799939264686,0.0160252453693293,7642,0.0534802021078562,61,0.979565520598955,0.506869144549278
"1569",2024/06/04,02:35:42pm,4.71,"905",U5,45.43288139,-73.93886804,39.02,"0","0",,"1",50093c8e6f31b554,"6","3","214","214",0.26172168814061,0.0174881318319214,11209,0.078443310729007,47,0.967737266614913,0.52262142606339
"1570",2024/06/04,02:35:55pm,4.71,"905",U7,45.43290856,-73.93878739,39.019,"0","0",,"1",50093c9b5b838619,"6","4","307","307",0.265180655290239,0.0173297104832934,10742,0.0751740788690997,50,0.966973249648022,0.529578460937537
"1571",2024/06/04,02:36:07pm,4.71,"905",U9,45.43293551,-73.93870658,39.019,"0","0",,"1",50093ca71aaea32f,"6","5","314","314",0.230093758269028,0.0152601710400165,2325,0.016270916000084,66,0.977974553636041,0.459497394035649
"1572",2024/06/04,02:36:20pm,4.71,"905",U11,45.43296222,-73.93862553,39.019,"0","0",,"1",50093cb463aa4ae6,"6","6","407","407",0.242932381360432,0.0166191597344322,7401,0.0517939997060738,65,0.980315789473684,0.485568276898934
"1573",2024/06/04,02:36:33pm,4.71,"905",U13,45.4329891,-73.93854462,39.019,"0","0",,"1",50093cc1072c464e,"6","7","414","414",0.233966655420421,0.0156036207041296,1878,0.0131425172329333,32,0.701005246036165,0.467476285418002
