fid,Date,Time,Version,Id,Name,Latitude,Longitude,Height,AlarmRad,WarningRad,Status_Txt,Visible,UniqueID,joined_row_index,joined_col_index,joined_PlotID,joined_PlotIDstring,pntcounts,Thresh_sum,Thresh_mean,NDVI_mean,_mean,HAreamean,613GNDVI_mean,613GNDVI_variance,613NDRE_mean,613NDRE_variance,613ExG_mean,613ExG_variance,613ExR_mean,613ExR_variance
"1542",2024/06/04,02:27:37pm,4.71,"905",D13,45.43306279,-73.93859418,39.02,"0","0",,"1",50093aa91c5e3ec4,"3","7","411","411",12,131,0.0011083941821997,0.260917879289059,0.521814086972589,0.485717293193511,0.0680336067965988,0.0052394375863351,-0.0145202369006564,0.00204867790557792,1927.11991809728,2536745.59445804,16102.0227800189,27751271.4547689
"1543",2024/06/04,02:27:50pm,4.71,"905",D11,45.43303634,-73.93867533,39.02,"0","0",,"1",50093ab67d023af4,"3","6","404","404",3,23,0.000194603558706817,0.253715012345143,0.5074072945058,0.180057369930788,0.0660423834534912,0.00483508470137072,-0.0226009489696717,0.00181986002886275,1789.53037084669,2148072.29967452,15990.4030177643,27003343.6784304
"1544",2024/06/04,02:28:09pm,4.71,"905",D9,45.43301019,-73.93875676,39.02,"0","0",,"1",50093ac93b20d3c3,"3","5","311","311",15,287,0.00242831397168941,0.265538770613247,0.531054062499927,0.574434210526316,0.0792047935711295,0.005917765989386,-0.0189974550797338,0.00176129594956397,1804.79041196727,2277763.04616585,15306.1267394052,27725392.5695151
"1545",2024/06/04,02:28:21pm,4.71,"905",D7,45.43298281,-73.93883734,39.02,"0","0",,"1",50093ad5406f8ce0,"3","4","304","304",14,305,0.0025806779144738,0.257547682304254,0.515072234779134,0.509940920275267,0.067066546141949,0.00413462468371486,-0.024031912459484,0.00171518358798678,2020.88997850845,2285796.27189674,15338.8164226058,25535217.2931145
"1546",2024/06/04,02:28:34pm,4.71,"905",D5,45.43295598,-73.93891824,39.02,"0","0",,"1",50093ae27784cc33,"3","3","211","211",23,303,0.0025637554363461,0.264983801622183,0.529944320017064,0.623281272614834,0.0779644916044129,0.0053118130924945,-0.0203021171645965,0.00154734576645031,1879.60663699592,2085999.05094135,15593.4764991084,27198193.8734252
"1547",2024/06/04,02:28:47pm,4.71,"905",D3,45.43292895,-73.93899903,39.02,"0","0",,"1",50093aef17380c91,"3","2","204","204",15,164,0.00138764320647116,0.264004091181681,0.527984968350105,0.604773558590563,0.0728603340048491,0.00542894898189731,-0.0193927663483665,0.00174251636531082,1786.24836275024,2071426.24602582,15465.0744309041,30435550.5295994
"1548",2024/06/04,02:28:59pm,4.71,"905",D1,45.43290187,-73.9390798,39.02,"0","0",,"1",50093afb12549ffc,"3","1","111","111",27,211,0.00178529123092023,0.260700159129268,0.521377293502968,0.782342105263158,0.0686237502907976,0.00438380646298145,-0.0231288244687749,0.0017021533260092,2067.3461434325,1661777.21778244,15646.2769869079,26997978.1356356
"1549",2024/06/04,02:29:12pm,4.71,"905",D-1,45.4328751,-73.93916081,39.021,"0","0",,"1",50093b08785a7bd0,"3","0","104","104",38,272,0.0023013986073154,0.269175696133406,0.538326707040697,0.895209147488783,0.0756627777285232,0.00468067482403637,-0.0199247608024099,0.00126638267329668,2201.26516004027,1697353.5092534,15237.1487471108,25619116.5237089
"1550",2024/06/04,02:30:00pm,4.71,"905",U-1,45.43285046,-73.93914412,39.02,"0","0",,"1",50093b3805b857f6,"4","0","105","105",24,171,0.00144688412235055,0.262608065607129,0.525193066206108,0.720710526315789,0.072886260549336,0.00437858274761951,-0.0224652865088723,0.00134584886455898,2283.77534374075,1786230.32906163,15674.4249238314,23714756.4747437
"1551",2024/06/04,02:30:13pm,4.71,"905",U1,45.43287695,-73.93906298,39.02,"0","0",,"1",50093b45131a1f8a,"4","1","112","112",6,40,0.00033844097166403,0.256236681907167,0.512451350260632,0.29531190379074,0.0682159573579286,0.00390213082106837,-0.0239617775224062,0.00154370584566014,2002.63711512916,1561245.83515578,16000.8484152019,24905303.976851
"1552",2024/06/04,02:30:25pm,4.71,"905",U3,45.43290416,-73.93898236,39.02,"0","0",,"1",50093b5177614e40,"4","2","205","205",19,133,0.00112532575219142,0.265710942397269,0.531398157041441,0.557467861419229,0.0748938856845104,0.00507721545121491,-0.0182572090221563,0.0016935872259066,1911.01764138491,2205274.48181049,15368.1878486932,28102860.93334
"1553",2024/06/04,02:30:38pm,4.71,"905",U5,45.43293104,-73.93890134,39.02,"0","0",,"1",50093b5e4c336168,"4","3","212","212",11,129,0.00109148136866687,0.261868827820971,0.523714935035309,0.499980262898196,0.079469701782938,0.00468039872769189,-0.0196692037966787,0.0015194307481287,2034.55658780925,2377232.65441956,15788.4172463758,25890323.2370371
"1554",2024/06/04,02:30:51pm,4.71,"905",U7,45.43295813,-73.93882066,39.02,"0","0",,"1",50093b6b45d1b542,"4","4","305","305",9,254,0.00214915472221752,0.254049000928085,0.508075440308291,0.357074249023039,0.0675394364199794,0.00387006045696964,-0.024747268731926,0.00172834440082735,2075.6863841741,2196628.36270652,15620.2677765737,26052353.5626016
"1555",2024/06/04,02:31:03pm,4.71,"905",U9,45.43298503,-73.93873976,39.02,"0","0",,"1",50093b771410315b,"4","5","312","312",17,517,0.00437442358296598,0.264614432645566,0.529205299256807,0.646065789473684,0.0751519593666556,0.00515195194315257,-0.0221416246872037,0.00159359998971537,2036.37607351062,2756989.22877866,15404.1209869105,26586789.2515005
"1556",2024/06/04,02:31:16pm,4.71,"905",U11,45.433012,-73.93865893,39.02,"0","0",,"1",50093b8410c2a505,"4","6","405","405",6,41,0.00034690199595563,0.253621045619324,0.507220096541334,0.239447368421053,0.0690810462191011,0.00489157469346934,-0.0199024284020263,0.00210570710784887,1860.74783609304,2492550.0548931,16236.2413344246,28863189.3062608
"1557",2024/06/04,02:31:29pm,4.71,"905",U13,45.43303878,-73.93857797,39.02,"0","0",,"1",50093b9138442333,"4","7","412","412",1,11,9.30728421907655e-05,0.258462910556532,0.516903417942831,0.0586981407650101,0.0663122424597621,0.00511907070971367,-0.0155914088398282,0.00171956096774049,1812.22131029639,1784855.67823372,15729.1409469354,27458541.3413741
"1558",2024/06/04,02:32:41pm,4.71,"905",D13,45.43301335,-73.93856101,39.019,"0","0",,"1",50093bd918887c7b,"5","7","413","413",18,283,0.0023944901343622,0.254525582202865,0.50902953517943,0.636307417007671,0.0639611645599942,0.0053389472040764,-0.0188920730909992,0.00186395207411951,1913.17264866145,2765010.21865255,16075.8435512814,27973832.9639013
"1559",2024/06/04,02:32:54pm,4.71,"905",D11,45.43298676,-73.9386421,39.019,"0","0",,"1",50093be6278a06c1,"5","6","406","406",2,16,0.000135380970512332,0.250951638418785,0.501881264628751,0.12249006552804,0.0648674673423739,0.00492603128420994,-0.0226292928777114,0.00199859604408914,1792.2414434996,2336813.86926778,16146.5966713742,29537346.9249756
"1560",2024/06/04,02:33:06pm,4.71,"905",D9,45.43296038,-73.93872333,39.02,"0","0",,"1",50093bf2355ce56d,"5","5","313","313",15,118,0.000998400866408888,0.261608154429532,0.523193674817391,0.499072380626571,0.0744979734886007,0.00599601656676308,-0.0208045815544055,0.00172435384840943,1881.2388716378,2276732.2271123,15781.8542021211,31246166.332967
"1561",2024/06/04,02:33:19pm,4.71,"905",D7,45.43293318,-73.93880404,39.02,"0","0",,"1",50093bff4709aa8e,"5","4","306","306",11,169,0.00142990100685337,0.255641839826569,0.511261445214779,0.493980183949789,0.0708984415580126,0.00466981842025181,-0.0226160309860522,0.00189848660438176,1985.18037058973,2157452.96915864,15770.8666329084,30777319.2045883
"1562",2024/06/04,02:33:31pm,4.71,"905",D5,45.43290636,-73.93888497,39.02,"0","0",,"1",50093c0b5d6e7315,"5","3","213","213",4,59,0.000499213104767062,0.259470934066714,0.518919270370611,0.214437032066211,0.0792281385401617,0.00494821749116167,-0.0211743619998188,0.00158759567948516,1975.21189480988,2317319.81099726,15745.9393793071,26100456.6697028
"1563",2024/06/04,02:33:44pm,4.71,"905",D3,45.43287938,-73.93896581,39.02,"0","0",,"1",50093c18201d5006,"5","2","206","206",28,308,0.00260597343260851,0.263017179744466,0.526012140380876,0.820184210526316,0.0773830065205461,0.00483323058544255,-0.0183658366602821,0.00168910620812773,1899.58719011761,2345649.58755399,15873.9935213755,27711996.9833985
"1564",2024/06/04,02:33:57pm,4.71,"905",D1,45.43285247,-73.93904663,39.02,"0","0",,"1",50093c255287cdd6,"5","1","113","113",2,8,6.76881943328059e-05,0.26141600304923,0.522808344171723,0.116365358806347,0.0746217539497417,0.00421196382362608,-0.0220406160376953,0.00170776589169252,1960.51424413439,1634849.85822092,15136.0007391787,26004946.0341147
"1565",2024/06/04,02:34:09pm,4.71,"905",D-1,45.43282555,-73.93912752,39.02,"0","0",,"1",50093c313a5b4233,"5","0","106","106",51,387,0.00327441640084949,0.271578972538414,0.543133823484551,0.920304728822926,0.0816550123048022,0.00472097052139741,-0.0217566272374571,0.00134938674479501,2160.24129149075,1815564.76325925,15333.2409592933,25561344.1188336
"1566",2024/06/04,02:35:04pm,4.71,"905",U-1,45.43280096,-73.93911093,39.02,"0","0",,"1",50093c68674bddc2,"6","0","107","107",44,376,0.0031813989694298,0.269863015383018,0.539701652024789,0.833328947368421,0.0770813656427191,0.00448554425581754,-0.0246478945909318,0.00123815971651092,2165.91794359786,1805887.0322812,15221.3695341385,23915763.019939
"1567",2024/06/04,02:35:17pm,4.71,"905",U1,45.43282726,-73.93902964,39.02,"0","0",,"1",50093c751594fd99,"6","1","114","114",10,112,0.00094765075685143,0.258033111941241,0.516043754989698,0.418881578947368,0.0727673627530911,0.0039909226557531,-0.0235220462220514,0.001658561905159,1993.85462868167,1482996.5111169,15763.8495672418,25825701.7902582
"1568",2024/06/04,02:35:30pm,4.71,"905",U3,45.43285465,-73.93894913,39.02,"0","0",,"1",50093c8200f4da49,"6","2","207","207",13,160,0.00135376388665612,0.263419872209777,0.526817331240631,0.453460526315789,0.0777846577022575,0.00480345197067706,-0.0190292031346612,0.00147215326529716,1894.50449703441,1930141.1227514,15849.0148853328,28399520.6742551
"1569",2024/06/04,02:35:42pm,4.71,"905",U5,45.43288139,-73.93886804,39.02,"0","0",,"1",50093c8e6f31b554,"6","3","214","214",15,378,0.00319829424307036,0.26427001006747,0.528516775211267,0.553723684210526,0.0806828984509169,0.00509757973334021,-0.0210365909456171,0.00160484528287735,1941.4568653332,2567612.29337239,15398.4810698736,27181221.8725934
"1570",2024/06/04,02:35:55pm,4.71,"905",U7,45.43290856,-73.93878739,39.019,"0","0",,"1",50093c9b5b838619,"6","4","307","307",8,224,0.00189528547737503,0.258312092052561,0.516602091041116,0.36245575716109,0.0712729391221678,0.00422139432142604,-0.0232572836073752,0.00174965911253233,1968.38795816834,2014166.61731598,15654.6792122468,27592001.2052696
"1571",2024/06/04,02:36:07pm,4.71,"905",U9,45.43293551,-73.93870658,39.019,"0","0",,"1",50093ca71aaea32f,"6","5","314","314",7,84,0.000710744081363275,0.26118876014537,0.52235467804188,0.345557178383926,0.0733167383976203,0.0055900458149432,-0.0221440895108583,0.00168373100860103,1791.23888616249,1978023.84118699,15400.8296505437,27704651.166107
"1572",2024/06/04,02:36:20pm,4.71,"905",U11,45.43296222,-73.93862553,39.019,"0","0",,"1",50093cb463aa4ae6,"6","6","407","407",8,75,0.000634587560391583,0.252144236924852,0.504266025256812,0.371965420597639,0.062311521789765,0.0043674381493948,-0.0254242922374317,0.00166934492535711,1890.17534077352,2064460.46544383,15911.2500054714,26662411.6016433
"1573",2024/06/04,02:36:33pm,4.71,"905",U13,45.4329891,-73.93854462,39.019,"0","0",,"1",50093cc1072c464e,"6","7","414","414",5,34,0.000287679694044184,0.248345015259733,0.496668469378224,0.202936880748431,0.0590707826959266,0.0054584502897974,-0.0238628175491003,0.00225781362362742,1773.25039979016,2341844.08821331,15924.5565579551,28220157.7748267
"77777",2025/04/24,,,,,,,,,,,,,,,,,0,70,0.0120336943441637,0.154830306634773,0.309639269278857,,-0.0991542955734236,0.0450792883317558,-0.0512378032661803,0.0129801206834603,-200.244455905106,3986539.47745981,14517.8742592788,67123964.2518532
