fid,Date,Time,Version,Id,Name,Latitude,Longitude,Height,AlarmRad,WarningRad,Status_Txt,Visible,UniqueID,joined_row_index,joined_col_index,joined_PlotID,joined_PlotIDstring,NDVI_mean,Thresholdsum,Thresholdmean,715SAVI_mean,715NDVI_mean,715NDVI_variance,715gNDVI_mean,715gNDVI_variance,715NDRE_mean,715NDRE_variance,715ExG_mean,715ExG_variance,715ExR_mean,715ExR_variance,HA_mean,715PLTCOUNT_
"1546",2024/06/04,02:28:34pm,4.71,"905",D5,45.43295598,-73.93891824,39.02,"0","0",,"1",50093ae27784cc33,"3","3","211","211",0.55847776579566,83364,0.545090756917926,1.11551486316757,0.55847776579566,0.0597601341242461,0.508079376723793,0.0168746436480934,0.111995015701004,0.004125678809802,14109.9637495423,230117728.199205,7487.06526850611,111942112.41042,1,89
"1547",2024/06/04,02:28:47pm,4.71,"905",D3,45.43292895,-73.93899903,39.02,"0","0",,"1",50093aef17380c91,"3","2","204","204",0.52119884907295,71626,0.468336635346581,1.0410010322885,0.52119884907295,0.058724457243314,0.50616628812397,0.0168055111556797,0.0913800205266313,0.00285242395831525,10446.3618418041,151631828.93025,10134.676244597,114393308.26578,1,152
"1548",2024/06/04,02:28:59pm,4.71,"905",D1,45.43290187,-73.9390798,39.02,"0","0",,"1",50093afb12549ffc,"3","1","111","111",0.595006278779238,87427,0.571657425328242,1.18826118525549,0.595006278779238,0.0627442504612525,0.561494783456304,0.0221617630303542,0.118671882265173,0.00417000539439527,11270.8811529006,125688196.422854,7425.68188403556,123441114.815904,1,109
"1549",2024/06/04,02:29:12pm,4.71,"905",D-1,45.4328751,-73.93916081,39.021,"0","0",,"1",50093b08785a7bd0,"3","0","104","104",0.612698295966887,90045,0.588767997489179,1.22352304782584,0.612698295966887,0.0584178793946488,0.568073931803802,0.0220340962689027,0.136812373217892,0.00375407600822539,12431.2685728857,155102772.480697,5613.37876698478,119094050.656358,1,104
"1550",2024/06/04,02:30:00pm,4.71,"905",U-1,45.43285046,-73.93914412,39.02,"0","0",,"1",50093b3805b857f6,"4","0","105","105",0.569160855070765,80559,0.526742863121003,1.13664478021765,0.569160855070765,0.0593182918315372,0.534978962715667,0.0213247077673254,0.117540647344811,0.00342978434259613,11220.3555035374,144414601.360312,7939.98746112347,121207667.885067,1,113
"1551",2024/06/04,02:30:13pm,4.71,"905",U1,45.43287695,-73.93906298,39.02,"0","0",,"1",50093b45131a1f8a,"4","1","112","112",0.545755347677432,78785,0.515153496583516,1.08990442547183,0.545755347677432,0.0586715828994025,0.526562742316499,0.0208154270198926,0.0925921794553161,0.00341675175517261,9801.863719881,108181415.343601,9603.11729553432,106703739.359072,1,91
"1552",2024/06/04,02:30:25pm,4.71,"905",U3,45.43290416,-73.93898236,39.02,"0","0",,"1",50093b5177614e40,"4","2","205","205",0.549534826945739,79195,0.517834374080492,1.09759384722479,0.549534826945739,0.0660916538110965,0.527074418514454,0.0199895098440628,0.0943003625885333,0.00289669935312819,11275.6783666263,147223668.508938,8795.92746062307,110197346.842788,1,104
"1553",2024/06/04,02:30:38pm,4.71,"905",U5,45.43293104,-73.93890134,39.02,"0","0",,"1",50093b5e4c336168,"4","3","212","212",0.530901264468201,76781,0.502049890476346,1.06042749946977,0.530901264468201,0.0552507328978788,0.497924867055195,0.0145542101844508,0.109426441682479,0.00249275373169339,12816.908542845,204797508.038495,7979.04990542907,99075217.7913316,1,129
"1554",2024/06/04,02:30:51pm,4.71,"905",U7,45.43295813,-73.93882066,39.02,"0","0",,"1",50093b6b45d1b542,"4","4","305","305",0.549834531885299,78993,0.516506796916377,1.0983063249277,0.549834531885299,0.0553084292652818,0.506719353432463,0.0125748668079249,0.138513148469467,0.00152595570622615,13838.052413739,200716014.30038,5567.67411605463,81017416.43603,1,34
"1555",2024/06/04,02:31:03pm,4.71,"905",U9,45.43298503,-73.93873976,39.02,"0","0",,"1",50093b771410315b,"4","5","312","312",0.612792169760853,95545,0.624738452686091,1.22401699657865,0.612792169760853,0.0564310793860588,0.547779302080629,0.0140949213510788,0.148729813121025,0.00298261982746926,16447.500948109,214516696.248876,5214.38522259721,104554228.682724,1,77
"1556",2024/06/04,02:31:16pm,4.71,"905",U11,45.433012,-73.93865893,39.02,"0","0",,"1",50093b8410c2a505,"4","6","405","405",0.550753103129625,81369,0.532046084636711,1.10013226881057,0.550753103129625,0.0485498055987098,0.489561890912878,0.0106693008072745,0.131564036049364,0.00172989911563464,15510.4233077889,230055265.800768,5326.11809713097,68998746.6805021,1,24
"1557",2024/06/04,02:31:29pm,4.71,"905",U13,45.43303878,-73.93857797,39.02,"0","0",,"1",50093b9138442333,"4","7","412","412",0.546776537342945,81683,0.534099231050897,1.0920483001406,0.546776537342945,0.050104820175687,0.504398676475922,0.0126423162218626,0.109299490434906,0.00295480754423049,13764.769648742,196735200.176491,7896.94894017485,95108887.9978709,1,163
"1558",2024/06/04,02:32:41pm,4.71,"905",D13,45.43301335,-73.93856101,39.019,"0","0",,"1",50093bd918887c7b,"5","7","413","413",0.600637270479768,95966,0.627487135225616,1.19955285208943,0.600637270479768,0.050586226873154,0.543086323010088,0.0128007920014336,0.117876401136809,0.00395827344511591,15320.0291034871,210245875.251728,5413.46920808761,90131727.5562308,1,146
"1559",2024/06/04,02:32:54pm,4.71,"905",D11,45.43298676,-73.9386421,39.019,"0","0",,"1",50093be6278a06c1,"5","6","406","406",0.541315982944635,74122,0.484660250039232,1.08132043171311,0.541315982944635,0.0582925327154999,0.520847932292685,0.0144811544298793,0.139302588176998,0.00147593114957611,14090.2613380761,220803156.238158,5038.2363865997,80355832.5476001,1,25
"1560",2024/06/04,02:33:06pm,4.71,"905",D9,45.43296038,-73.93872333,39.02,"0","0",,"1",50093bf2355ce56d,"5","5","313","313",0.60301980283836,97688,0.63875085002877,1.20451913787374,0.60301980283836,0.0475779870547043,0.564679228824341,0.0118474250022965,0.149592922665228,0.00298626764123718,15101.4856279751,222696327.636921,6286.73559390175,101288695.892089,1,134
"1561",2024/06/04,02:33:19pm,4.71,"905",D7,45.43293318,-73.93880404,39.02,"0","0",,"1",50093bff4709aa8e,"5","4","306","306",0.590408421525502,87572,0.572601790279658,1.17942250759701,0.590408421525502,0.046018834929425,0.530873653352714,0.0112153219553727,0.139893328233626,0.00146365124324253,16075.4883514127,230466928.894104,4331.76163826058,83563334.0903812,1,65
"1562",2024/06/04,02:33:31pm,4.71,"905",D5,45.43290636,-73.93888497,39.02,"0","0",,"1",50093c0b5d6e7315,"5","3","213","213",0.53985182261319,77705,0.508088350682638,1.07832220564255,0.53985182261319,0.0611883085101554,0.50660938895432,0.0155516043855795,0.117401589769107,0.00247607546839918,13128.3523892347,209748601.436452,6822.64187662683,108001181.550481,1,102
"1563",2024/06/04,02:33:44pm,4.71,"905",D3,45.43287938,-73.93896581,39.02,"0","0",,"1",50093c18201d5006,"5","2","206","206",0.586822116397934,87797,0.574080491712165,1.17202565431093,0.586822116397934,0.0621438854429047,0.558719724364544,0.0192718405439622,0.111082278284604,0.00321273688228654,12202.4728414032,163306192.028488,6634.32138015607,113206470.031189,1,165
"1564",2024/06/04,02:33:57pm,4.71,"905",D1,45.43285247,-73.93904663,39.02,"0","0",,"1",50093c255287cdd6,"5","1","113","113",0.587929812526632,87116,0.569627619576944,1.17413632274629,0.587929812526632,0.0607932984434436,0.539267018438287,0.0217977964953797,0.0977611860445181,0.00375163894126761,12134.523411907,137684722.544687,7783.2294199468,117155002.230595,1,84
"1565",2024/06/04,02:34:09pm,4.71,"905",D-1,45.43282555,-73.93912752,39.02,"0","0",,"1",50093c313a5b4233,"5","0","106","106",0.659087073910291,101106,0.661100068002302,1.31619077594617,0.659087073910291,0.05532988538729,0.606701318372733,0.0219655445514987,0.146263717092222,0.00409074793568727,13512.5964324946,144041331.260316,4165.02138092842,116303402.016823,1,105
"1566",2024/06/04,02:35:04pm,4.71,"905",U-1,45.43280096,-73.93911093,39.02,"0","0",,"1",50093c68674bddc2,"6","0","107","107",0.632737734523009,95689,0.625680023016164,1.2635893496737,0.632737734523009,0.0578235714409661,0.589299126777001,0.0220964921112486,0.138812045308655,0.00416472525557541,12588.0124758069,147238410.490771,5116.63382879901,121706038.039129,1,85
"1567",2024/06/04,02:35:17pm,4.71,"905",U1,45.43282726,-73.93902964,39.02,"0","0",,"1",50093c751594fd99,"6","1","114","114",0.578811785227147,85204,0.557121933357744,1.15594245929341,0.578811785227147,0.0619726381357118,0.534564151150929,0.02243528556234,0.0981380804948575,0.00388318833404011,11895.6105298949,152288918.748716,7807.65561884892,125051881.037229,1,61
"1568",2024/06/04,02:35:30pm,4.71,"905",U3,45.43285465,-73.93894913,39.02,"0","0",,"1",50093c8200f4da49,"6","2","207","207",0.65730685734071,107257,0.701324091934482,1.31278239472264,0.65730685734071,0.0487558646753552,0.583750341483919,0.0152197336426636,0.12845065076784,0.0042781109681406,15805.998044921,198260715.327618,4146.73254959021,90609061.9480534,1,169
"1569",2024/06/04,02:35:42pm,4.71,"905",U5,45.43288139,-73.93886804,39.02,"0","0",,"1",50093c8e6f31b554,"6","3","214","214",0.620538469437938,96462,0.630734424857457,1.23946988379973,0.620538469437938,0.0547518257643103,0.548962649704702,0.015171819854956,0.137946494286645,0.00301318382945985,15475.6252615473,197045039.207425,3633.55313388161,99232485.7206131,1,109
"1570",2024/06/04,02:35:55pm,4.71,"905",U7,45.43290856,-73.93878739,39.019,"0","0",,"1",50093c9b5b838619,"6","4","307","307",0.621090482020958,95462,0.624187579280493,1.24083600649023,0.621090482020958,0.0455682868233757,0.559097340449471,0.0127575204843125,0.147489433498208,0.00156946148521812,15647.9541317397,187160271.411523,3244.89277927491,91431780.9708145,1,53
"1571",2024/06/04,02:36:07pm,4.71,"905",U9,45.43293551,-73.93870658,39.019,"0","0",,"1",50093ca71aaea32f,"6","5","314","314",0.650059258016722,105971,0.692919821622399,1.2987476808645,0.650059258016722,0.0443764689468429,0.609530008126578,0.0125846122198078,0.167943814252385,0.00472581537599291,15905.3117292427,183546689.381399,3959.64023018945,101842376.57413,1,120
"1572",2024/06/04,02:36:20pm,4.71,"905",U11,45.43296222,-73.93862553,39.019,"0","0",,"1",50093cb463aa4ae6,"6","6","407","407",0.521463222901262,70330,0.459862557785232,1.04166490803247,0.521463222901262,0.0584694884619046,0.529861197738637,0.0138149193316603,0.139249932157747,0.00149994788492829,12594.8786297626,191392024.900956,5524.53799829575,76053423.1248289,1,18
"1573",2024/06/04,02:36:33pm,4.71,"905",U13,45.4329891,-73.93854462,39.019,"0","0",,"1",50093cc1072c464e,"6","7","414","414",0.420833315550657,48680,0.318298918516,0.840511469326234,0.420833315550657,0.0552405993031638,0.457202651716318,0.0183920272290873,0.0938209246293972,0.00291887857738516,7368.58313172658,121491929.311927,11520.3652582613,95515217.4997184,1,86
"77777",2025/04/24,,,,,,,,,,,,,,,,,0.131622553935784,96,0.0127557799627956,0.262682131463712,0.131622553935784,0.0301580004347976,0.240282325709589,0.0350739456489411,0.0698585022721744,0.00843359921100321,-969.786340685623,8638045.58336912,14422.9233856434,57261262.7400452,,0
