fid,Date,Time,Version,Id,Name,Latitude,Longitude,Height,AlarmRad,WarningRad,Status_Txt,Visible,UniqueID,joined_row_index,joined_col_index,joined_PlotID,joined_PlotIDstring,710NDVI_mean,710NDVI_variance,710gNDVI_mean,710gNDVI_variance,710NDRE_mean,710NDRE_variance,710ExG_mean,710ExG_variance,710ExR_mean,710ExR_variance,710THRESH_mean,710HA_mean,710PLTCOUNT_
"1528",2024/06/04,02:18:57pm,4.71,"905",D9,45.43305949,-73.93878983,39.021,"0","0",,"1",500938a125f6843f,"1","5","309","309",0.371238754690404,0.0645153068017876,0.127026651127284,0.0150088271115815,-0.0323758030149544,0.00160053008098696,13974.0272168743,253231335.085665,7470.14910019837,65094810.9109094,0.368569839651497,0.676697368421053,14
"1529",2024/06/04,02:19:09pm,4.71,"905",D7,45.43303241,-73.93887061,39.021,"0","0",,"1",500938ad2f841179,"1","4","302","302",0.412493491103005,0.0759239329069127,0.151994040438702,0.0231318532650228,-0.0305203250754941,0.00151321224754424,14217.988089721,218248693.216646,6349.99943154299,83554518.7603746,0.440832594044198,0.554887435691636,15
"1530",2024/06/04,02:19:22pm,4.71,"905",D5,45.43300564,-73.9389516,39.021,"0","0",,"1",500938ba669012e1,"1","3","209","209",0.338380918962852,0.0648642275129256,0.0978658127733115,0.0168761846493464,-0.0396048717062251,0.00141453636014614,11422.9782115027,205488286.743294,8576.61886384951,68318059.852952,0.33162079672676,0.775992737033236,26
"1531",2024/06/04,02:19:34pm,4.71,"905",D3,45.43297856,-73.9390323,39.021,"0","0",,"1",500938c669fc4194,"1","2","202","202",0.306907569245923,0.0638509859611138,0.0994918921935233,0.0218163876687196,-0.0408487113603843,0.00127747879034195,8036.48555047238,115522596.836712,9502.577790577,56673625.5040442,0.282634746396721,0.872171052631579,66
"1532",2024/06/04,02:19:47pm,4.71,"905",D1,45.4329516,-73.93911321,39.021,"0","0",,"1",500938d31d4cc688,"1","1","109","109",0.318392080599453,0.0672649750136073,0.0914302973583935,0.0188452703621354,-0.0396432305236467,0.00136924969070945,9975.08955668547,174832833.537361,8816.92275256477,69614024.3640404,0.305281904610577,0.542578947368421,24
"1533",2024/06/04,02:20:00pm,4.71,"905",D-1,45.4329247,-73.93919406,39.021,"0","0",,"1",500938e02a9ec38d,"1","0","102","102",0.354413348409888,0.0716545630097188,0.125547172722385,0.0267911638839734,-0.030819617111031,0.00129710033004811,9484.32920652786,132603547.095335,8682.86105259328,75756711.506488,0.328862259591512,0.463605263157895,10
"1534",2024/06/04,02:20:58pm,4.71,"905",U-1,45.43290041,-73.93917769,39.021,"0","0",,"1",5009391a2cd19750,"2","0","103","103",0.331592834481714,0.0684218121169921,0.101844272486456,0.0223494906411695,-0.0361068791115705,0.00115629130979292,9790.4827369327,158966202.383914,8956.97938359377,73890090.3130878,0.305716839352511,0.552980960275793,15
"1535",2024/06/04,02:21:11pm,4.71,"905",U1,45.43292639,-73.93909621,39.021,"0","0",,"1",500939272161cf8e,"2","1","110","110",0.287473727048552,0.0667121063050753,0.0741189105540904,0.0199467550032712,-0.03814339165701,0.0012967506594323,8571.40111887186,140436301.851267,9798.67678743294,65172223.975633,0.276123009699096,0.685877445755865,27
"1536",2024/06/04,02:21:23pm,4.71,"905",U3,45.43295377,-73.93901557,39.021,"0","0",,"1",500939332035b4b3,"2","2","203","203",0.341104014506589,0.0767733155981804,0.117602783649274,0.0268819926563803,-0.0362831253742174,0.00130637004660774,9789.51004356404,146363821.345217,8010.60640323734,71376857.4401021,0.340448352113982,0.566795173747714,18
"1537",2024/06/04,02:21:51pm,4.71,"905",U5,45.43298071,-73.93893478,39.02,"0","0",,"1",5009394f377e7978,"2","3","210","210",0.398718039619488,0.0762874608110315,0.131385140149794,0.0210743762619656,-0.0409990126319102,0.00144887892267693,14425.1061861949,226811605.877799,6237.73728109426,78740074.4288501,0.428154337089364,0.350802631578947,8
"1538",2024/06/04,02:22:04pm,4.71,"905",U7,45.43300744,-73.93885375,39.02,"0","0",,"1",5009395c17548ec5,"2","4","303","303",0.365160719263564,0.0719479640531337,0.122018887400454,0.0201020233707468,-0.036712657768919,0.00159093059194103,12836.2419559863,216202892.017724,7568.66344071564,75560486.9122756,0.379068350944096,0.755361701007868,28
"1539",2024/06/04,02:22:17pm,4.71,"905",U9,45.43303463,-73.93877308,39.02,"0","0",,"1",500939696854b105,"2","5","310","310",0.364230974482154,0.0787549680455183,0.133380942774914,0.0234988386963723,-0.0331659159673271,0.00138908168267114,12378.490115463,201203630.989754,7373.56647982531,81979271.588056,0.377260930589762,0.377013157894737,10
"1540",2024/06/04,02:22:29pm,4.71,"905",U11,45.43306147,-73.93869215,39.02,"0","0",,"1",5009397538f822dd,"2","6","403","403",0.367799799916461,0.0655873600631478,0.130179477971093,0.0160862952290336,-0.0320119810202249,0.00128091836384074,13632.1671720449,251585149.219302,7931.70882593164,63212965.7263144,0.355920869691874,0.517775848004,10
"1541",2024/06/04,02:22:42pm,4.71,"905",U13,45.43308844,-73.9386113,39.02,"0","0",,"1",50093982458e6078,"2","7","410","410",0.419752710646735,0.0669000324990128,0.169870223845244,0.019452197699448,-0.0232633489193223,0.00120896284277792,13583.3552143746,240048156.795969,6812.40033582543,71996367.0933096,0.382173406424618,0.496092208099787,13
"1542",2024/06/04,02:27:37pm,4.71,"905",D13,45.43306279,-73.93859418,39.02,"0","0",,"1",50093aa91c5e3ec4,"3","7","411","411",0.356105006903748,0.0545810428709549,0.127548686120435,0.0129240233430977,-0.0287488221712703,0.00143790599584889,11919.8139440965,237322669.834861,9312.34524215281,57811669.1314601,0.305516200362803,0.50190129077249,21
"1543",2024/06/04,02:27:50pm,4.71,"905",D11,45.43303634,-73.93867533,39.02,"0","0",,"1",50093ab67d023af4,"3","6","404","404",0.227902015574362,0.0559859151524737,0.0570432208408012,0.0172268722503247,-0.0394524646400812,0.00137037290182798,7020.95103445993,146378930.723032,11787.8998305646,59540166.7902758,0.184951504518521,0.18684456374426,4
"1544",2024/06/04,02:28:09pm,4.71,"905",D9,45.43301019,-73.93875676,39.02,"0","0",,"1",50093ac93b20d3c3,"3","5","311","311",0.298320438452992,0.0629920591014453,0.0885803243551574,0.0158671741548971,-0.0401013977264877,0.00143362386378122,10625.7195386775,196478136.915065,9265.45285656557,63943466.2118859,0.292537273906941,0.846278338442915,57
"1545",2024/06/04,02:28:21pm,4.71,"905",D7,45.43298281,-73.93883734,39.02,"0","0",,"1",50093ad5406f8ce0,"3","4","304","304",0.286620614554749,0.081612232983294,0.0799912900821628,0.0267074766531647,-0.0462824061899144,0.00130177221655231,9698.10006355764,176795937.780117,9388.18577021924,83027332.792988,0.296224941076772,0.43276885222174,9
"1546",2024/06/04,02:28:34pm,4.71,"905",D5,45.43295598,-73.93891824,39.02,"0","0",,"1",50093ae27784cc33,"3","3","211","211",0.352651021876893,0.0785148201969889,0.10873236283027,0.0216454612477502,-0.0421286282839562,0.00136570270918517,12740.7507166738,224917287.929523,7551.13280337534,78776148.0551853,0.368274355324572,0.46633508335636,9
"1547",2024/06/04,02:28:47pm,4.71,"905",D3,45.43292895,-73.93899903,39.02,"0","0",,"1",50093aef17380c91,"3","2","204","204",0.270637809058238,0.0653084934719465,0.0698854091681095,0.0185505416752617,-0.0424586946243164,0.00118947077906243,8454.3727878816,153605622.819585,9820.30522549734,63386504.6070531,0.255609329793503,0.772098102681508,31
"1548",2024/06/04,02:28:59pm,4.71,"905",D1,45.43290187,-73.9390798,39.02,"0","0",,"1",50093afb12549ffc,"3","1","111","111",0.334630716703056,0.0781532642981356,0.11325884471817,0.0259576949310165,-0.0315143516476005,0.00141244516103719,9633.18692566405,144463063.74645,8190.98936904383,72658876.5937283,0.329645666163502,0.563315789473684,20
"1549",2024/06/04,02:29:12pm,4.71,"905",D-1,45.4328751,-73.93916081,39.021,"0","0",,"1",50093b08785a7bd0,"3","0","104","104",0.349498648770948,0.0710286368532863,0.125741860068784,0.0255353122260092,-0.029783102813276,0.00125878850305796,9192.69277622929,135585279.858448,8672.27983761639,71848204.2133009,0.323828313791437,0.590494611771208,17
"1550",2024/06/04,02:30:00pm,4.71,"905",U-1,45.43285046,-73.93914412,39.02,"0","0",,"1",50093b3805b857f6,"4","0","105","105",0.316514038006956,0.0672022954773884,0.0959263678107456,0.0221785926505133,-0.035916252716113,0.0011899588226562,8904.43735517273,144541974.312998,9720.88852695022,73436548.1450178,0.290515220931926,0.627973684210526,21
"1551",2024/06/04,02:30:13pm,4.71,"905",U1,45.43287695,-73.93906298,39.02,"0","0",,"1",50093b45131a1f8a,"4","1","112","112",0.281413329892966,0.0613711549573548,0.0744662931220213,0.0195224951085995,-0.0439486986119529,0.00125919537539207,8192.54823460869,119641742.797413,9898.26482792762,56449942.1244718,0.269453069655661,0.918448441467875,63
"1552",2024/06/04,02:30:25pm,4.71,"905",U3,45.43290416,-73.93898236,39.02,"0","0",,"1",50093b5177614e40,"4","2","205","205",0.293788745496111,0.0718931172957812,0.078655064427314,0.021542800046754,-0.0464913122998019,0.00125170795724941,9062.37334569168,149211166.430404,9155.09588399045,67148724.7399039,0.295395411963322,0.779628679324728,29
"1553",2024/06/04,02:30:38pm,4.71,"905",U5,45.43293104,-73.93890134,39.02,"0","0",,"1",50093b5e4c336168,"4","3","212","212",0.306842462476833,0.0680890829903765,0.0852545832365665,0.0177653162056629,-0.0469823783932132,0.00127908692885865,10926.1105160017,196281363.048545,8861.26949149497,70896086.5322809,0.303914039431696,0.722342105263158,21
"1554",2024/06/04,02:30:51pm,4.71,"905",U7,45.43295813,-73.93882066,39.02,"0","0",,"1",50093b6b45d1b542,"4","4","305","305",0.339344610656901,0.074888627597483,0.111186909744834,0.0212046727787,-0.0420513133471955,0.00124218520206995,11957.0191067622,188792812.327351,7990.43373229961,72872179.6382922,0.362995378891199,0.960552631578947,76
"1555",2024/06/04,02:31:03pm,4.71,"905",U9,45.43298503,-73.93873976,39.02,"0","0",,"1",50093b771410315b,"4","5","312","312",0.415463847595677,0.0794201526407499,0.155314757733901,0.0218724420933162,-0.0333998935713572,0.00131774764932905,15726.564822171,235799906.365423,5526.784249453,80108079.6810897,0.459885861073594,0.574597702661807,14
"1556",2024/06/04,02:31:16pm,4.71,"905",U11,45.433012,-73.93865893,39.02,"0","0",,"1",50093b8410c2a505,"4","6","405","405",0.346944168340345,0.0623176456963631,0.112306203646731,0.014420620239168,-0.0318654078396418,0.00163542323487899,13112.2828561025,246173203.119424,8554.48160619316,60740305.86333,0.344202058989043,0.842605263157895,33
"1557",2024/06/04,02:31:29pm,4.71,"905",U13,45.43303878,-73.93857797,39.02,"0","0",,"1",50093b9138442333,"4","7","412","412",0.360956001788451,0.0579003024470857,0.122637904539174,0.0147929839199802,-0.031265881447415,0.00154522377652525,11883.7404398718,225146659.869153,9323.71286104601,64955619.5333462,0.331386880644051,0.74141765023224,25
"1558",2024/06/04,02:32:41pm,4.71,"905",D13,45.43301335,-73.93856101,39.019,"0","0",,"1",50093bd918887c7b,"5","7","413","413",0.402561365245002,0.0600002647967648,0.157106676006873,0.0164193696563694,-0.0207283283574258,0.00141273393976756,13066.3331016128,235918680.602972,7363.56462326802,63730111.7019283,0.367323428934615,0.285930448283575,5
"1559",2024/06/04,02:32:54pm,4.71,"905",D11,45.43298676,-73.9386421,39.019,"0","0",,"1",50093be6278a06c1,"5","6","406","406",0.395913026787622,0.0718813936139367,0.15322905819253,0.0200707684338243,-0.0191483950898832,0.00152210114220934,14159.5514985799,265014905.070167,6472.5906766984,77316500.5431228,0.381686009944188,0.258473684210526,6
"1560",2024/06/04,02:33:06pm,4.71,"905",D9,45.43296038,-73.93872333,39.02,"0","0",,"1",50093bf2355ce56d,"5","5","313","313",0.382406747589315,0.0708568619217614,0.143060167105821,0.017858732695519,-0.0264677980617705,0.0014068509464919,13876.4727761447,236524739.964846,6751.12674913131,72945467.1117695,0.395732369375811,0.828960526315789,37
"1561",2024/06/04,02:33:19pm,4.71,"905",D7,45.43293318,-73.93880404,39.02,"0","0",,"1",50093bff4709aa8e,"5","4","306","306",0.398082586082485,0.0731114142860178,0.145797551855175,0.0191097902727986,-0.0364902787357279,0.00147399315371804,14278.0778453818,221813619.340675,6333.68627803186,72291626.6097874,0.426904921115179,0.889801181594495,43
"1562",2024/06/04,02:33:31pm,4.71,"905",D5,45.43290636,-73.93888497,39.02,"0","0",,"1",50093c0b5d6e7315,"5","3","213","213",0.334145370739767,0.0771804650026079,0.100245269980303,0.022160068524725,-0.0526213313532662,0.00143250136724095,11664.0162136038,207587748.012358,8201.8957034706,80503138.2422527,0.34868185850668,0.461947368421053,15
"1563",2024/06/04,02:33:44pm,4.71,"905",D3,45.43287938,-73.93896581,39.02,"0","0",,"1",50093c18201d5006,"5","2","206","206",0.332382102152776,0.0750279456730249,0.113183546977174,0.0244083022038127,-0.0451376685340062,0.0012597249069781,9670.18718262769,155331819.61679,8263.17752715528,73402829.6335659,0.326194180542222,0.612447368421053,17
"1564",2024/06/04,02:33:57pm,4.71,"905",D1,45.43285247,-73.93904663,39.02,"0","0",,"1",50093c255287cdd6,"5","1","113","113",0.303017953594516,0.0735736894116405,0.0791597607139883,0.0232805609867423,-0.0474951919303325,0.00138375031586254,9647.16484709652,151454896.959172,8926.04244691692,72850321.708875,0.305297167031905,0.668363990421305,28
"1565",2024/06/04,02:34:09pm,4.71,"905",D-1,45.43282555,-73.93912752,39.02,"0","0",,"1",50093c313a5b4233,"5","0","106","106",0.399009879426022,0.0777207711343943,0.161122451890464,0.0279971783290526,-0.0235308402679421,0.00125681524997656,11269.9671155425,162419799.628371,6926.79708422988,82519341.2762177,0.387079261672096,0.410455125590453,10
"1566",2024/06/04,02:35:04pm,4.71,"905",U-1,45.43280096,-73.93911093,39.02,"0","0",,"1",50093c68674bddc2,"6","0","107","107",0.363830241905781,0.0730496243013816,0.143418790520123,0.0262612358667107,-0.0314404001823382,0.00122479159015778,9819.66762223179,138744425.274995,8190.31592963777,74302304.6815172,0.339428647091926,0.503210526315789,16
"1567",2024/06/04,02:35:17pm,4.71,"905",U1,45.43282726,-73.93902964,39.02,"0","0",,"1",50093c751594fd99,"6","1","114","114",0.291814338233903,0.0694550211315065,0.0731916005456705,0.0203596759053117,-0.0508518476191454,0.00127868870066409,9499.49614353338,157055688.837107,9226.89349822026,68772071.4706247,0.285087225661227,0.668245634810984,26
"1568",2024/06/04,02:35:30pm,4.71,"905",U3,45.43285465,-73.93894913,39.02,"0","0",,"1",50093c8200f4da49,"6","2","207","207",0.424854124079381,0.0762177500482821,0.163796831651894,0.0233917997254563,-0.0389165475195822,0.00135736330450777,13694.22249808,195928094.477516,5493.22386322736,75178426.5621935,0.451345303355314,0.540888695903893,18
"1569",2024/06/04,02:35:42pm,4.71,"905",U5,45.43288139,-73.93886804,39.02,"0","0",,"1",50093c8e6f31b554,"6","3","214","214",0.403985541181306,0.076154164288533,0.144569100663425,0.0224920898187609,-0.0453945318703844,0.00153070871045667,14157.1382303287,215553465.47252,6192.44669994021,80901057.5284441,0.436379886788705,0.577144736842105,16
"1570",2024/06/04,02:35:55pm,4.71,"905",U7,45.43290856,-73.93878739,39.019,"0","0",,"1",50093c9b5b838619,"6","4","307","307",0.398685395945048,0.076687461064049,0.145870030898092,0.0223484927284646,-0.0337727024403417,0.00142166778774172,13914.9777417326,209938593.934278,5998.58355858946,78301492.690282,0.43132841206263,0.672995697311807,18
"1571",2024/06/04,02:36:07pm,4.71,"905",U9,45.43293551,-73.93870658,39.019,"0","0",,"1",50093ca71aaea32f,"6","5","314","314",0.377347806585429,0.0733419306202805,0.134090369857187,0.0198919557530056,-0.0307536246672026,0.00156351005163303,13043.4294775032,208304336.685489,6809.04442580256,73714778.3905911,0.394342046026323,0.572849642758457,15
"1572",2024/06/04,02:36:20pm,4.71,"905",U11,45.43296222,-73.93862553,39.019,"0","0",,"1",50093cb463aa4ae6,"6","6","407","407",0.376083361026655,0.071458940470034,0.143350229158827,0.0205754226974994,-0.0247676422292188,0.00140302970307332,12869.6774449829,239008818.133733,6890.33285187912,71785630.3156788,0.35324143958052,0.385018223923999,6
"1573",2024/06/04,02:36:33pm,4.71,"905",U13,45.4329891,-73.93854462,39.019,"0","0",,"1",50093cc1072c464e,"6","7","414","414",0.254859859588528,0.0517011144421819,0.0734465716070887,0.0168262617144193,-0.0332981748992038,0.00123183082629933,6440.05379227245,121852102.021386,11413.6959195124,53465212.1067536,0.187402346336167,0.415802631578947,13
"77777",2025/04/24,,,,,,,,,,,,,,,,,0.0590610455139041,0.0238278729249165,-0.136368701437094,0.0373657851300699,-0.0666519657875117,0.0104218543529621,-961.451782111634,3786260.76576516,15010.5952646606,55625917.4216125,0.00147948890383322,,0
