BARCODE_128,TrialType,PlotNumber,ComboCode,ENTRY,BLOCK,Locn,Check,Experiment Name,Year,Plot,Identity1,Description1,Name1,Plot Range,Plot Column,100 Seed weight,Moisture,Plot Weight,Yield,Flowering Date,Maturity Date,100SW,Planter
13A34F1A2F,PYT,205,25107205,2,3,LODS,0,25107,2025,20,B,,A19042-002-001-0002,2,5,28,15.1,2012,2740.994865,2025-08-11,2025-10-03,,26
1A8CE2F5C5,PYT,206,25107206,1,3,LODS,0,25107,2025,19,B,,A19042-002-001-0001,2,6,29,15.7,1348,1823.43389,2025-08-11,,,35
1D439360BB,PYT,207,25107207,3,3,LODS,0,25107,2025,18,N,,A19042-002-002-0001,2,7,30,17.3,1748,2319.634146,2025-08-11,2025-10-03,,38
163A818A0E,PYT,208,25107208,4,3,LODS,0,25107,2025,17,N,,A19042-002-002-0002,2,8,26,18.3,1362,1785.54878,2025-08-11,2025-10-03,,47
1A5E7FEB6B,PYT,209,25107209,6,3,LODS,2,25107,2025,16,BC088,Phaseolus vulgaris,Zorro,2,9,30,16.5,1095,1467.145379,2025-08-11,2025-10-01,,50
133C3A6663,PYT,210,25107210,7,3,LODS,3,25107,2025,15,BC354,Phaseolus vulgaris,T9905,2,10,25,14.5,1166,1599.695122,2025-08-07,2025-10-01,,59
1880AE36C1,PYT,211,25107211,7,2,LODS,3,25107,2025,14,BC354,Phaseolus vulgaris,T9905,2,11,30,15.6,1237,1675.269576,2025-08-11,2025-10-06,,62
1FA16969B8,PYT,212,25107212,6,2,LODS,2,25107,2025,13,BC088,Phaseolus vulgaris,Zorro,2,12,33,16.2,1720,2312.83697,2025-08-10,2025-10-03,,71
1AA824EAF3,PYT,301,25110301,1,1,LODS,0,25110,2025,1,C,,A19056-003-001-0001,3,1,56,12.3,1267,1782.989409,2025-08-01,2025-10-01,,3
1381ED908B,PYT,302,25110302,2,1,LODS,0,25110,2025,2,C,,A19050-003-001-0002,3,2,57,14.2,1075,1480.022465,2025-08-04,2025-09-27,,10
1E82D7917E,PYT,303,25110303,3,1,LODS,0,25110,2025,3,C,,A19047-003-001-0001,3,3,55,13.3,1158,1611.01733,2025-08-04,2025-09-27,,15
189CB216BF,PYT,304,25110304,4,1,LODS,0,25110,2025,4,C,,A19074-003-001-0002,3,4,61,14.5,776,1064.634146,2025-08-04,2025-09-27,,22
142BBFA1FA,PYT,305,25110305,5,1,LODS,0,25110,2025,5,C,,A19074-003-002-0001,3,5,57,15.5,1176,1594.544288,2025-08-04,2025-10-01,,27
177084EC32,PYT,306,25110306,6,1,LODS,0,25110,2025,6,C,,A19074-003-002-0002,3,6,57,13.8,633,875.555199,2025-08-03,2025-09-27,,34
1FF1F386CE,PYT,307,25110307,7,1,LODS,0,25110,2025,7,C,,A19074-003-002-0003,3,7,54,11.7,1051,1489.141528,2025-08-05,2025-10-01,,39
1BD5E6AEC2,PYT,308,25110308,8,1,LODS,0,25110,2025,8,C,,A19106-005-001-0001,3,8,56,9,918,1340.468549,2025-08-02,2025-09-27,,46
16D1427F07,PYT,309,25110309,9,1,LODS,0,25110,2025,9,C,,A19106-005-001-0002,3,9,31,10,1063,1535.141207,2025-08-11,2025-09-22,,51
19D681042B,PYT,310,25110310,10,1,LODS,0,25110,2025,10,C,,A19051-002-003-0001,3,10,68,11.2,748,1065.827985,2025-08-06,2025-10-03,,58
11F22CF42F,PYT,311,25110311,11,1,LODS,0,25110,2025,11,C,,A19051-002-003-0002,3,11,64,13.1,613,854.7769576,2025-08-05,2025-10-07,,63
111117DBA5,PYT,312,25110312,12,1,LODS,0,25110,2025,12,C,,A19083-006-002-0001,3,12,53,11.2,1053,1500.42362,2025-08-05,2025-10-03,,70
140B64EF77,PYT,401,25110401,3,2,LODS,0,25110,2025,24,C,,A19047-003-001-0001,4,1,58,9.9,704,1017.817715,2025-08-01,2025-09-24,,4
1D52B5C113,PYT,402,25110402,15,2,LODS,1,25110,2025,23,,cran,ETNA,4,2,55,14.9,655,894.4239409,2025-08-01,2025-09-19,,9
14070E39C2,PYT,403,25110403,7,2,LODS,0,25110,2025,22,C,,A19074-003-002-0003,4,3,53,13.5,978,1357.461489,2025-08-01,2025-09-24,,16
14B3E71372,PYT,404,25110404,14,2,LODS,0,25110,2025,21,C,,A19051-007-002-0001,4,4,61,9.3,911,1325.861682,2025-08-06,2025-10-07,,21
186D87A9FC,PYT,405,25110405,9,2,LODS,0,25110,2025,20,C,,A19106-005-001-0002,4,5,28,10,1457,2104.139923,2025-08-07,2025-10-03,,28
15C0D0FC8F,PYT,406,25110406,8,2,LODS,0,25110,2025,19,C,,A19106-005-001-0001,4,6,56,9.8,984,1424.210526,2025-08-02,2025-09-22,,33
16800A41FC,PYT,407,25110407,11,2,LODS,0,25110,2025,18,C,,A19051-002-003-0002,4,7,66,12.4,761,1069.698331,2025-08-06,2025-10-07,,40
1.12E+78,PYT,408,25110408,1,2,LODS,0,25110,2025,17,C,,A19056-003-001-0001,4,8,,,,,2025-07-30,2025-09-27,,45
197F92CFE7,PYT,409,25110409,10,2,LODS,0,25110,2025,16,C,,A19051-002-003-0001,4,9,64,12.7,287,402.0394737,2025-08-06,2025-09-24,,52
11EA6810D4,PYT,410,25110410,15,1,LODS,1,25110,2025,15,,cran,ETNA,4,10,55,12.9,599,837.1774711,2025-08-01,2025-09-22,,57
1A1BCD80D1,PYT,411,25110411,14,1,LODS,0,25110,2025,14,C,,A19051-007-002-0001,4,11,61,11.6,163,231.2130937,2025-08-05,2025-10-07,,64
1F9A1E4238,PYT,412,25110412,13,1,LODS,0,25110,2025,13,C,,A19083-006-002-0002,4,12,52,9.9,447,646.2564185,2025-08-05,2025-10-07,,69
136B166921,PYT,501,25110501,2,2,LODS,0,25110,2025,25,C,,A19050-003-001-0002,5,1,58,9.1,794,1158.129012,2025-08-04,2025-09-24,,5
18B22B83C5,PYT,502,25110502,5,2,LODS,0,25110,2025,26,C,,A19074-003-002-0001,5,2,64,15.3,566,769.258665,2025-08-04,2025-10-03,,8
152354C96D,PYT,503,25110503,6,2,LODS,0,25110,2025,27,C,,A19074-003-002-0002,5,3,52,8.4,485,712.8690629,2025-08-02,2025-10-03,,17
1C71B89944,PYT,504,25110504,13,2,LODS,0,25110,2025,28,C,,A19083-006-002-0002,5,4,56,15.9,879,1186.198652,2025-08-11,2025-10-03,,20
1B8CFA1A39,PYT,505,25110505,12,2,LODS,0,25110,2025,29,C,,A19083-006-002-0001,5,5,52,13.7,951,1316.933569,2025-08-11,2025-09-27,,29
1616B54EA9,PYT,506,25110506,4,2,LODS,0,25110,2025,30,C,,A19074-003-001-0002,5,6,53,8.5,474,695.9403081,2025-08-04,2025-09-22,,32
17F0D9DF18,PYT,507,25110507,4,3,LODS,0,25110,2025,31,C,,A19074-003-001-0002,5,7,54,12.9,459,641.5099487,2025-08-04,2025-09-24,,41
17A5B0ADC1,PYT,508,25110508,13,3,LODS,0,25110,2025,32,C,,A19083-006-002-0002,5,8,51,14,286,394.6726573,2025-08-07,,,44
1732B01D64,PYT,509,25110509,8,3,LODS,0,25110,2025,33,C,,A19106-005-001-0001,5,9,63,15.1,507,690.6980103,2025-08-04,2025-09-24,,53
115ADA3AD3,PYT,510,25110510,5,3,LODS,0,25110,2025,34,C,,A19074-003-002-0001,5,10,26,10.4,964,1385.982028,2025-08-10,2025-10-03,,56
14DDDDDE89,PYT,511,25110511,1,3,LODS,0,25110,2025,35,C,,A19056-003-001-0001,5,11,56,12.3,396,557.2721438,2025-08-02,2025-09-24,,65
1B2657652E,PYT,512,25110512,10,3,LODS,0,25110,2025,36,C,,A19051-002-003-0001,5,12,30,9.7,804,1164.974326,2025-08-08,2025-10-09,,68
1B748CA0F8,PYT,604,25110604,7,3,LODS,0,25110,2025,45,C,,A19074-003-002-0003,6,4,53,15.5,165,223.7243261,2025-08-02,2025-10-03,,19
1E81728872,PYT,605,25110605,11,3,LODS,0,25110,2025,44,C,,A19051-002-003-0002,6,5,65,9.5,296,429.8459564,2025-08-11,,,30
1DC01025E5,PYT,606,25110606,9,3,LODS,0,25110,2025,43,C,,A19106-005-001-0002,6,6,31,9.5,1012,1469.608472,2025-08-10,2025-10-06,,31
1ACCEFBAB1,PYT,607,25110607,6,3,LODS,0,25110,2025,42,C,,A19074-003-002-0002,6,7,53,9.2,295,429.8138639,2025-08-02,2025-09-27,,42
17D1739E05,PYT,608,25110608,14,3,LODS,0,25110,2025,41,C,,A19051-007-002-0001,6,8,69,11.3,183,260.4637356,2025-08-10,,,43
1BC3C87D6F,PYT,609,25110609,2,3,LODS,0,25110,2025,40,C,,A19050-003-001-0002,6,9,57,8.5,313,459.5555199,2025-08-02,2025-10-03,,54
1435296A68,PYT,610,25110610,3,3,LODS,0,25110,2025,39,C,,A19047-003-001-0001,6,10,51,9.8,298,431.3157895,2025-08-02,2025-10-03,,55
1EBD2E9A6D,PYT,611,25110611,12,3,LODS,0,25110,2025,38,C,,A19083-006-002-0001,6,11,,,,,2025-08-11,2025-10-07,,66
1157EC3717,PYT,612,25110612,15,3,LODS,1,25110,2025,37,,cran,ETNA,6,12,58,15.3,885,1202.81611,2025-08-01,2025-09-24,,67
