BARCODE_128,TrialType,PlotNumber,ComboCode,ENTRY,BLOCK,Locn,Check,Experiment Name,Year,Plot,Identity1,Description1,Name1,Plot Range,Plot Column,100 Seed weight,Moisture,Plot Weight,Yield,Flowering Date,Maturity Date,100SW,Planter
12A4F170DF,AYT,206,25111206,13,2,LODS,0,25111,2025,15,b,1,PVBLLO24-033,2,6,29,14.2,961,1323.071245,2025-08-02,2025-09-19,,53
1937A422F8,AYT,207,25111207,14,1,LODS,0,25111,2025,14,b,1,PVBLLO24-001,2,7,28,15.9,1624,2191.56611,2025-08-05,2025-09-24,,56
1B4CB815F4,AYT,208,25111208,13,1,LODS,0,25111,2025,13,b,1,PVBLLO24-033,2,8,30,17.3,2099,2785.418806,2025-08-04,2025-09-24,,71
1CCABF5F32,AYT,209,25111209,12,1,LODS,0,25111,2025,12,b,1,PVBLLO24-040,2,9,30,15.4,1789,2428.584724,2025-08-04,2025-09-18,,74
196BD8CEC9,AYT,210,25111210,11,1,LODS,0,25111,2025,11,b,1,PVBLLO24-026,2,10,29,12.5,1520,2134.146341,2025-08-04,2025-09-22,,89
1F2C21DBD0,AYT,301,25111301,4,2,LODS,4,25111,2025,21,BC088,Phaseolus vulgaris,Zorro,3,1,33,14.3,1289,1772.581836,2025-08-11,2025-10-07,,3
19379B8C70,AYT,302,25111302,2,2,LODS,2,25111,2025,22,,,PVBLPI19-1,3,2,29,16,1529,2060.911425,2025-07-31,2025-09-16,,16
1CED7FB660,AYT,303,25111303,6,2,LODS,0,25111,2025,23,n,1,PVNVLO24-039,3,3,30,16.9,1258,1677.467908,2025-08-04,2025-09-22,,21
1292CCD5FF,AYT,304,25111304,8,2,LODS,0,25111,2025,24,n,1,PVNVLO24-020,3,4,34,16.9,1979,2638.87837,2025-08-02,2025-09-22,,34
1755410238,AYT,305,25111305,11,2,LODS,0,25111,2025,25,b,1,PVBLLO24-026,3,5,30,16.2,1514,2035.834403,2025-08-01,2025-09-17,,39
13C044D1CA,AYT,306,25111306,10,2,LODS,0,25111,2025,26,b,1,PVBLLO24-028,3,6,33,16.6,1393,1864.188062,2025-07-30,2025-09-17,,52
1169103AE0,AYT,307,25111307,1,2,LODS,1,25111,2025,27,BC354,Phaseolus vulgaris,T9905,3,7,30,16,2164,2916.816431,2025-07-30,2025-09-22,,57
1FEB395C90,AYT,308,25111308,12,2,LODS,0,25111,2025,28,b,1,PVBLLO24-040,3,8,26,15.7,2358,3189.656611,2025-08-05,2025-09-24,,70
104BD91D4E,AYT,309,25111309,5,3,LODS,0,25111,2025,29,n,1,PVNVLO24-049,3,9,32,14.7,2520,3449.229782,2025-08-02,2025-09-22,,75
1DAC8DDF66,AYT,310,25111310,3,3,LODS,3,25111,2025,30,,,PVBL19-10,3,10,,,,,2025-08-04,2025-09-24,,88
165C37B88A,AYT,401,25111401,1,3,LODS,1,25111,2025,40,BC354,Phaseolus vulgaris,T9905,4,1,31,11.4,1379,1960.516688,2025-08-01,2025-09-22,,4
1B1EF5B952,AYT,402,25111402,14,3,LODS,0,25111,2025,39,b,1,PVBLLO24-001,4,2,29,13.3,1633,2271.840501,2025-07-30,2025-09-14,,15
1444A017CC,AYT,403,25111403,9,3,LODS,0,25111,2025,38,n,1,PVNVLO24-009,4,3,29,16.8,1162,1551.322208,2025-07-30,2025-09-22,,22
1CBBB240C3,AYT,404,25111404,6,3,LODS,0,25111,2025,37,n,1,PVNVLO24-039,4,4,27,16.3,1933,2596.150513,2025-08-05,2025-09-24,,33
1B8FCA193B,AYT,405,25111405,13,3,LODS,0,25111,2025,36,b,1,PVBLLO24-033,4,5,31,16.3,1531,2056.237163,2025-08-01,2025-09-14,,40
129DD2BF5C,AYT,406,25111406,12,3,LODS,0,25111,2025,35,b,1,PVBLLO24-040,4,6,29,15.2,1326,1804.313222,2025-08-01,2025-09-19,,51
1EE6237E24,AYT,407,25111407,11,3,LODS,0,25111,2025,34,b,1,PVBLLO24-026,4,7,27,15.9,1674,2259.040436,2025-07-30,2025-09-18,,58
13C0A4B7A0,AYT,408,25111408,4,3,LODS,4,25111,2025,33,BC088,Phaseolus vulgaris,Zorro,4,8,27,16.4,2025,2716.463415,2025-08-01,2025-09-19,,69
18C0AE93C0,AYT,409,25111409,8,3,LODS,0,25111,2025,32,n,1,PVNVLO24-020,4,9,26,16.8,2238,2987.830552,2025-07-30,2025-09-17,,76
1C0BC75EEB,AYT,410,25111410,7,3,LODS,0,25111,2025,31,n,1,PVNVLO24-035,4,10,34,13.2,2160,3008.472401,2025-08-06,2025-09-30,,87
1ED6ADD089,AYT,501,25111501,10,3,LODS,0,25111,2025,41,b,1,PVBLLO24-028,5,1,29,15.3,2222,3019.951861,2025-08-01,2025-09-22,,5
16466288A4,AYT,502,25111502,2,3,LODS,2,25111,2025,42,,,PVBLPI19-1,5,2,29,14.1,2389,3292.925225,2025-07-31,2025-09-16,,14
1B731CED69,AYT,601,25112601,1,1,LODS,0,25112,2025,1,,2,PVPTPI24-001,6,1,47,14.6,1592,2181.591784,2025-08-04,2025-09-24,6,
1803EB5398,AYT,602,25112602,2,1,LODS,0,25112,2025,2,,2,PVPTPI24-005,6,2,45,13.4,1805,2508.231707,2025-08-08,2025-09-22,13,
12AB9602AB,AYT,603,25112603,3,1,LODS,0,25112,2025,3,,2,PVPTPI24-008,6,3,44,13.7,1674,2318.13543,2025-08-01,2025-09-16,24,
14A7C864D8,AYT,604,25112604,4,1,LODS,1,25112,2025,4,BC388,pinto,Windbreaker,6,4,42,13.1,455,634.4592426,2025-08-02,2025-09-16,31,
10804C30B4,AYT,605,25112605,3,2,LODS,0,25112,2025,5,,2,PVPTPI24-008,6,5,45,15.9,1225,1653.120988,2025-08-01,2025-09-19,42,
1E281D0075,AYT,606,25112606,4,2,LODS,1,25112,2025,6,BC388,pinto,Windbreaker,6,6,42,14.6,189,258.9955071,2025-07-31,2025-09-16,49,
1F097A5ABF,AYT,607,25112607,1,2,LODS,0,25112,2025,7,,2,PVPTPI24-001,6,7,47,13.6,1078,1494.531451,2025-08-05,2025-09-30,60,
1CEDBDE4B3,AYT,608,25112608,2,2,LODS,0,25112,2025,8,,2,PVPTPI24-005,6,8,51,13.5,1179,1636.448973,2025-08-04,2025-09-22,67,
12DAF00CF6,AYT,609,25112609,4,3,LODS,1,25112,2025,9,BC388,pinto,Windbreaker,6,9,45,12.8,306,428.1643132,2025-07-30,2025-09-16,78,
181AC5990C,AYT,610,25112610,3,3,LODS,0,25112,2025,10,,2,PVPTPI24-008,6,10,45,13,1472,2054.942234,2025-08-05,2025-09-22,85,
1D4E2B3D7F,AYT,709,25112709,2,3,LODS,0,25112,2025,12,,2,PVPTPI24-005,7,9,51,14.3,1325,1822.087612,2025-08-02,2025-09-18,79,
1A51A16B94,AYT,710,25112710,1,3,LODS,0,25112,2025,11,,2,PVPTPI24-001,7,10,54,18.4,1253,1640.641849,2025-08-03,2025-09-16,84,
14CC1B06C5,AYT,801,25113801,1,1,LODS,0,25113,2025,1,,3,PVKILO24-2,8,1,44,12.9,1619,2262.755135,2025-08-01,2025-09-16,8,
1BD59A373E,AYT,802,25113802,2,1,LODS,1,25113,2025,2,BC093,Phaseolus vulgaris,Merlot,8,2,42,14,1025,1414.473684,2025-08-02,2025-09-22,11,
1A52E738ED,AYT,803,25113803,3,1,LODS,0,25113,2025,3,,3,PVKILO24-1,8,3,47,11.3,1167,1660.990051,2025-08-04,2025-09-16,26,
1F76E0E316,AYT,804,25113804,3,2,LODS,0,25113,2025,4,,3,PVKILO24-1,8,4,48,15.4,1142,1550.275995,2025-08-04,2025-09-16,29,
1BCFF7F2DC,AYT,805,25113805,2,2,LODS,1,25113,2025,5,BC093,Phaseolus vulgaris,Merlot,8,5,40,12.3,935,1315.781451,2025-08-01,2025-09-16,44,
18316C5DB9,AYT,806,25113806,1,2,LODS,0,25113,2025,6,,3,PVKILO24-2,8,6,38,12.7,919,1287.366816,2025-08-02,2025-09-16,47,
13B1AA70B3,AYT,807,25113807,1,3,LODS,0,25113,2025,7,,3,PVKILO24-2,8,7,44,13.1,728,1015.134788,2025-08-07,2025-09-24,62,
1073B3363C,AYT,808,25113808,2,3,LODS,1,25113,2025,8,BC093,Phaseolus vulgaris,Merlot,8,8,42,13.2,1331,1853.831836,2025-08-06,2025-09-16,65,
1B107D006F,AYT,809,25113809,3,3,LODS,0,25113,2025,9,,3,PVKILO24-1,8,9,51,14.8,1472,2012.426187,2025-08-04,2025-09-16,80,
1DB1906016,AYT,901,25114901,1,1,LODS,0,25114,2025,1,,5,PVCRPI24-001,9,1,48,9.9,553,799.5073813,2025-08-02,2025-09-22,9,
11F001DE79,AYT,902,25114902,2,1,LODS,0,25114,2025,2,,5,PVCRPI24-002,9,2,47,10.2,460,662.8369705,2025-08-10,2025-10-03,10,
1D165624ED,AYT,903,25114903,3,1,LODS,1,25114,2025,3,,cran,ETNA,9,3,57,10.5,1173,1684.587612,2025-08-06,2025-09-30,27,
12411C1EFE,AYT,904,25114904,3,2,LODS,1,25114,2025,4,,cran,ETNA,9,4,57,10.6,1288,1847.676508,2025-08-06,2025-09-16,28,
1D5D76FD3E,AYT,905,25114905,2,2,LODS,0,25114,2025,5,,5,PVCRPI24-002,9,5,51,9.8,574,830.7894737,2025-08-04,2025-09-24,45,
1875CAA4CD,AYT,906,25114906,1,2,LODS,0,25114,2025,6,,5,PVCRPI24-001,9,6,54,9.9,596,861.6752246,2025-08-05,2025-09-22,46,
1C7452317D,AYT,907,25114907,1,3,LODS,0,25114,2025,7,,5,PVCRPI24-001,9,7,50,9.8,473,684.6052632,2025-08-01,2025-09-16,63,
1EC76C719A,AYT,908,25114908,2,3,LODS,0,25114,2025,8,,5,PVCRPI24-002,9,8,46,10.2,532,766.5853659,2025-08-01,2025-09-15,64,
109D96B8A2,AYT,909,25114909,3,3,LODS,1,25114,2025,9,,cran,ETNA,9,9,56,10.6,1019,1461.787548,2025-08-02,2025-09-16,81,
