BARCODE_128,TrialType,PlotNumber,ComboCode,ENTRY,BLOCK,Locn,Check,Experiment Name,Year,Plot,Identity1,Description1,Name1,Plot Range,Plot Column,100 Seed weight,Moisture,Plot Weight,Yield,Flowering Date,Maturity Date,100SW,Planter
1B8CFA1A39,PYT,505,25110505,12,2,LODS,0,25110,2025,29,C,,A19083-006-002-0001,5,5,52,13.7,951,1316.933569,2025-08-11,2025-09-27,,29
1616B54EA9,PYT,506,25110506,4,2,LODS,0,25110,2025,30,C,,A19074-003-001-0002,5,6,53,8.5,474,695.9403081,2025-08-04,2025-09-22,,32
17F0D9DF18,PYT,507,25110507,4,3,LODS,0,25110,2025,31,C,,A19074-003-001-0002,5,7,54,12.9,459,641.5099487,2025-08-04,2025-09-24,,41
17A5B0ADC1,PYT,508,25110508,13,3,LODS,0,25110,2025,32,C,,A19083-006-002-0002,5,8,51,14,286,394.6726573,2025-08-07,,,44
1732B01D64,PYT,509,25110509,8,3,LODS,0,25110,2025,33,C,,A19106-005-001-0001,5,9,63,15.1,507,690.6980103,2025-08-04,2025-09-24,,53
115ADA3AD3,PYT,510,25110510,5,3,LODS,0,25110,2025,34,C,,A19074-003-002-0001,5,10,26,10.4,964,1385.982028,2025-08-10,2025-10-03,,56
14DDDDDE89,PYT,511,25110511,1,3,LODS,0,25110,2025,35,C,,A19056-003-001-0001,5,11,56,12.3,396,557.2721438,2025-08-02,2025-09-24,,65
1B2657652E,PYT,512,25110512,10,3,LODS,0,25110,2025,36,C,,A19051-002-003-0001,5,12,30,9.7,804,1164.974326,2025-08-08,2025-10-09,,68
1B748CA0F8,PYT,604,25110604,7,3,LODS,0,25110,2025,45,C,,A19074-003-002-0003,6,4,53,15.5,165,223.7243261,2025-08-02,2025-10-03,,19
1E81728872,PYT,605,25110605,11,3,LODS,0,25110,2025,44,C,,A19051-002-003-0002,6,5,65,9.5,296,429.8459564,2025-08-11,,,30
1DC01025E5,PYT,606,25110606,9,3,LODS,0,25110,2025,43,C,,A19106-005-001-0002,6,6,31,9.5,1012,1469.608472,2025-08-10,2025-10-06,,31
1ACCEFBAB1,PYT,607,25110607,6,3,LODS,0,25110,2025,42,C,,A19074-003-002-0002,6,7,53,9.2,295,429.8138639,2025-08-02,2025-09-27,,42
17D1739E05,PYT,608,25110608,14,3,LODS,0,25110,2025,41,C,,A19051-007-002-0001,6,8,69,11.3,183,260.4637356,2025-08-10,,,43
1BC3C87D6F,PYT,609,25110609,2,3,LODS,0,25110,2025,40,C,,A19050-003-001-0002,6,9,57,8.5,313,459.5555199,2025-08-02,2025-10-03,,54
1435296A68,PYT,610,25110610,3,3,LODS,0,25110,2025,39,C,,A19047-003-001-0001,6,10,51,9.8,298,431.3157895,2025-08-02,2025-10-03,,55
1EBD2E9A6D,PYT,611,25110611,12,3,LODS,0,25110,2025,38,C,,A19083-006-002-0001,6,11,,,,,2025-08-11,2025-10-07,,66
1157EC3717,PYT,612,25110612,15,3,LODS,1,25110,2025,37,,cran,ETNA,6,12,58,15.3,885,1202.81611,2025-08-01,2025-09-24,,67
140277D9B2,AYT,101,25111101,1,1,LODS,1,25111,2025,1,BC354,Phaseolus vulgaris,T9905,1,1,33,13.4,1952,2712.503209,2025-07-31,2025-09-16,,1
16EBAEECF2,AYT,102,25111102,2,1,LODS,2,25111,2025,2,,,PVBLPI19-1,1,2,29,16.9,1973,2630.877728,2025-07-28,2025-09-16,,18
12048CC27C,AYT,103,25111103,3,1,LODS,3,25111,2025,3,,,PVBL19-10,1,3,14.7,16.8,1878,2507.214377,2025-07-31,2025-09-24,,19
13145EAD6D,AYT,104,25111104,4,1,LODS,4,25111,2025,4,BC088,Phaseolus vulgaris,Zorro,1,4,28,17.2,1452,1929.165597,2025-08-04,2025-09-24,,36
116BC24EDB,AYT,105,25111105,5,1,LODS,0,25111,2025,5,n,1,PVNVLO24-049,1,5,28,17.1,1934,2572.666881,2025-08-03,2025-09-24,,37
1F1A359B46,AYT,106,25111106,6,1,LODS,0,25111,2025,6,n,1,PVNVLO24-039,1,6,28,18.4,1221,1598.741977,2025-08-01,2025-09-22,,54
1601DBA043,AYT,107,25111107,7,1,LODS,0,25111,2025,7,n,1,PVNVLO24-035,1,7,27,17.8,834,1100.044929,2025-07-28,2025-09-16,,55
1ACD1B4033,AYT,108,25111108,8,1,LODS,0,25111,2025,8,n,1,PVNVLO24-020,1,8,28,17.5,1323,1751.404044,2025-07-28,2025-09-16,,72
1C42C2F3E3,AYT,109,25111109,9,1,LODS,0,25111,2025,9,n,1,PVNVLO24-009,1,9,32,18.7,2174,2836.107189,2025-08-02,2025-09-24,,73
14AB4761CB,AYT,110,25111110,10,1,LODS,0,25111,2025,10,b,1,PVBLLO24-028,1,10,31,13.1,1356,1890.827985,2025-08-04,2025-09-24,,90
1098437351,AYT,201,25111201,14,2,LODS,0,25111,2025,20,b,1,PVBLLO24-001,2,1,31,13,2058,2873.01027,2025-08-04,2025-09-17,,2
1B92968141,AYT,202,25111202,5,2,LODS,0,25111,2025,19,n,1,PVNVLO24-049,2,2,27,16.7,1687,2254.927792,2025-08-06,2025-09-19,,17
1E0600C8B0,AYT,203,25111203,7,2,LODS,0,25111,2025,18,n,1,PVNVLO24-035,2,3,29,16.9,1217,1622.796855,2025-08-02,2025-09-16,,20
18CD375500,AYT,204,25111204,9,2,LODS,0,25111,2025,17,n,1,PVNVLO24-009,2,4,32,19.5,2055,2654.484917,2025-08-05,2025-09-19,,35
1B8E673CE8,AYT,205,25111205,3,2,LODS,3,25111,2025,16,,,PVBL19-10,2,5,30,16.5,2088,2797.62516,2025-08-05,2025-09-22,,38
12A4F170DF,AYT,206,25111206,13,2,LODS,0,25111,2025,15,b,1,PVBLLO24-033,2,6,29,14.2,961,1323.071245,2025-08-02,2025-09-19,,53
1937A422F8,AYT,207,25111207,14,1,LODS,0,25111,2025,14,b,1,PVBLLO24-001,2,7,28,15.9,1624,2191.56611,2025-08-05,2025-09-24,,56
1B4CB815F4,AYT,208,25111208,13,1,LODS,0,25111,2025,13,b,1,PVBLLO24-033,2,8,30,17.3,2099,2785.418806,2025-08-04,2025-09-24,,71
1CCABF5F32,AYT,209,25111209,12,1,LODS,0,25111,2025,12,b,1,PVBLLO24-040,2,9,30,15.4,1789,2428.584724,2025-08-04,2025-09-18,,74
196BD8CEC9,AYT,210,25111210,11,1,LODS,0,25111,2025,11,b,1,PVBLLO24-026,2,10,29,12.5,1520,2134.146341,2025-08-04,2025-09-22,,89
1F2C21DBD0,AYT,301,25111301,4,2,LODS,4,25111,2025,21,BC088,Phaseolus vulgaris,Zorro,3,1,33,14.3,1289,1772.581836,2025-08-11,2025-10-07,,3
19379B8C70,AYT,302,25111302,2,2,LODS,2,25111,2025,22,,,PVBLPI19-1,3,2,29,16,1529,2060.911425,2025-07-31,2025-09-16,,16
1CED7FB660,AYT,303,25111303,6,2,LODS,0,25111,2025,23,n,1,PVNVLO24-039,3,3,30,16.9,1258,1677.467908,2025-08-04,2025-09-22,,21
1292CCD5FF,AYT,304,25111304,8,2,LODS,0,25111,2025,24,n,1,PVNVLO24-020,3,4,34,16.9,1979,2638.87837,2025-08-02,2025-09-22,,34
1755410238,AYT,305,25111305,11,2,LODS,0,25111,2025,25,b,1,PVBLLO24-026,3,5,30,16.2,1514,2035.834403,2025-08-01,2025-09-17,,39
13C044D1CA,AYT,306,25111306,10,2,LODS,0,25111,2025,26,b,1,PVBLLO24-028,3,6,33,16.6,1393,1864.188062,2025-07-30,2025-09-17,,52
1169103AE0,AYT,307,25111307,1,2,LODS,1,25111,2025,27,BC354,Phaseolus vulgaris,T9905,3,7,30,16,2164,2916.816431,2025-07-30,2025-09-22,,57
1FEB395C90,AYT,308,25111308,12,2,LODS,0,25111,2025,28,b,1,PVBLLO24-040,3,8,26,15.7,2358,3189.656611,2025-08-05,2025-09-24,,70
104BD91D4E,AYT,309,25111309,5,3,LODS,0,25111,2025,29,n,1,PVNVLO24-049,3,9,32,14.7,2520,3449.229782,2025-08-02,2025-09-22,,75
1DAC8DDF66,AYT,310,25111310,3,3,LODS,3,25111,2025,30,,,PVBL19-10,3,10,,,,,2025-08-04,2025-09-24,,88
165C37B88A,AYT,401,25111401,1,3,LODS,1,25111,2025,40,BC354,Phaseolus vulgaris,T9905,4,1,31,11.4,1379,1960.516688,2025-08-01,2025-09-22,,4
1B1EF5B952,AYT,402,25111402,14,3,LODS,0,25111,2025,39,b,1,PVBLLO24-001,4,2,29,13.3,1633,2271.840501,2025-07-30,2025-09-14,,15
1444A017CC,AYT,403,25111403,9,3,LODS,0,25111,2025,38,n,1,PVNVLO24-009,4,3,29,16.8,1162,1551.322208,2025-07-30,2025-09-22,,22
1CBBB240C3,AYT,404,25111404,6,3,LODS,0,25111,2025,37,n,1,PVNVLO24-039,4,4,27,16.3,1933,2596.150513,2025-08-05,2025-09-24,,33
1B8FCA193B,AYT,405,25111405,13,3,LODS,0,25111,2025,36,b,1,PVBLLO24-033,4,5,31,16.3,1531,2056.237163,2025-08-01,2025-09-14,,40
129DD2BF5C,AYT,406,25111406,12,3,LODS,0,25111,2025,35,b,1,PVBLLO24-040,4,6,29,15.2,1326,1804.313222,2025-08-01,2025-09-19,,51
1EE6237E24,AYT,407,25111407,11,3,LODS,0,25111,2025,34,b,1,PVBLLO24-026,4,7,27,15.9,1674,2259.040436,2025-07-30,2025-09-18,,58
13C0A4B7A0,AYT,408,25111408,4,3,LODS,4,25111,2025,33,BC088,Phaseolus vulgaris,Zorro,4,8,27,16.4,2025,2716.463415,2025-08-01,2025-09-19,,69
18C0AE93C0,AYT,409,25111409,8,3,LODS,0,25111,2025,32,n,1,PVNVLO24-020,4,9,26,16.8,2238,2987.830552,2025-07-30,2025-09-17,,76
1C0BC75EEB,AYT,410,25111410,7,3,LODS,0,25111,2025,31,n,1,PVNVLO24-035,4,10,34,13.2,2160,3008.472401,2025-08-06,2025-09-30,,87
